,Body type,Kilometers driven,Transmission type,Number of Owners,Car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of doors,Cargo Volumn,City
165,Hatchback,36685,Manual,2,Honda Brio,2016,462000.0,Petrol,Comprehensive,5.0,1198.0,19.4,Red,No,No,Power,164.0,5,175,bangalore
166,SUV,120000,Automatic,2,Hyundai Santa Fe,2012,900000.0,Diesel,Third Party insurance,7.0,2199.0,11.72,Others,No,No,Power,182.0,5,9544,bangalore
167,Sedan,4000,Automatic,1,BMW 6 Series,2022,7900000.0,Petrol,Comprehensive,4.0,1998.0,13.32,Blue,Yes,No,Power,250.0,4,450,bangalore
168,Hatchback,32184,Automatic,2,Maruti Baleno,2019,843000.0,Petrol,Third Party,5.0,1197.0,21.4,Silver,No,No,Power,180.0,5,339,bangalore
169,Hatchback,32279,Manual,1,Maruti Baleno RS,2018,799000.0,Petrol,Comprehensive,5.0,998.0,21.1,White,Yes,No,Power,186.08,5,9544,bangalore
170,Hatchback,59698,Manual,1,Hyundai i20,2015,576000.0,Petrol,Comprehensive,5.0,1197.0,18.6,White,No,No,Power,170.0,5,295,bangalore
171,SUV,46071,Manual,1,Renault Captur,2018,949000.0,Diesel,Comprehensive,5.0,1461.0,20.37,Grey,Yes,No,Power,170.0,5,392,bangalore
172,SUV,90000,Manual,1,Maruti Vitara Brezza,2017,795000.0,Diesel,Third Party insurance,5.0,1248.0,24.3,Yellow,Yes,No,Power,172.0,5,328,bangalore
173,SUV,9554,Manual,1,Hyundai Venue,2019,1085000.0,Petrol,Third Party,5.0,998.0,18.27,Blue,Yes,No,Power,170.0,5,350,bangalore
174,SUV,14000,Automatic,1,Jeep Compass,2022,2590000.0,Petrol,Comprehensive,5.0,1368.0,14.1,Green,No,No,Power,170.0,5,9544,bangalore
175,SUV,74499,Manual,2,Renault Duster,2013,516000.0,Diesel,Third Party,5.0,1461.0,20.45,Brown,Yes,No,Power,170.0,5,475,bangalore
176,SUV,56211,Automatic,2,Ford Ecosport,2017,777000.0,Petrol,Comprehensive,5.0,1497.0,14.8,Grey,No,No,Power,171.43,4,352,bangalore
177,Hatchback,9001,Manual,1,Honda Jazz,2019,753000.0,Petrol,Comprehensive,5.0,1199.0,18.2,White,No,No,Power,172.0,5,354,bangalore
178,SUV,65457,Automatic,2,Mahindra XUV500,2017,1226000.0,Diesel,Third Party insurance,7.0,1997.0,16.0,Orange,Yes,No,Power,185.0,5,720,bangalore
179,Hatchback,23682,Manual,1,Honda Jazz,2017,725000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Red,No,No,Power,172.0,5,354,bangalore
180,Sedan,50000,Manual,1,Hyundai Verna,2020,1150000.0,Diesel,Third Party insurance,5.0,1582.0,22.0,Red,Yes,No,Power,170.0,4,480,bangalore
181,Hatchback,134557,Manual,2,Maruti Swift,2015,629000.0,Diesel,Comprehensive,5.0,1248.0,25.2,White,Yes,No,Power,155.0,5,204,bangalore
182,Sedan,96567,Manual,2,Maruti Swift Dzire,2013,447000.0,Petrol,Comprehensive,5.0,1197.0,22.41,Blue,No,No,Electric,170.0,4,378,bangalore
183,Hatchback,120000,Manual,3,Maruti Celerio,2015,400000.0,Petrol,Third Party insurance,5.0,998.0,23.1,White,No,No,Power,150.0,5,235,bangalore
184,MUV,83007,Manual,2,Maruti Ertiga,2014,786000.0,Diesel,Comprehensive,7.0,1248.0,20.77,White,Yes,No,Power,160.0,5,135,bangalore
185,Hatchback,34000,Manual,1,Honda Jazz,2018,745000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Maroon,No,No,Power,172.0,5,354,bangalore
186,Hatchback,81634,Automatic,1,Hyundai Grand i10,2014,490000.00000000006,Petrol,Comprehensive,5.0,1197.0,18.9,White,No,No,Power,163.0,5,256,bangalore
187,Sedan,57284,Automatic,2,Honda City,2017,942000.0,Petrol,Comprehensive,5.0,1497.0,18.0,Brown,No,No,Power,178.55,4,510,bangalore
188,SUV,70000,Automatic,2,Ford Ecosport,2016,675000.0,Petrol,Third Party insurance,5.0,1499.0,15.63,Silver,No,No,Power,182.0,5,346,bangalore
189,Hatchback,70000,Manual,2,Honda Brio,2013,330000.0,Petrol,Third Party insurance,5.0,1198.0,19.4,Red,No,No,Power,164.0,5,175,bangalore
190,Sedan,46429,Automatic,2,Toyota Yaris,2018,875000.0,Petrol,Third Party insurance,5.0,1496.0,17.8,White,No,No,Power,170.0,4,476,bangalore
191,Hatchback,17624,Manual,1,Maruti Baleno,2017,869000.0,Petrol,Comprehensive,5.0,1197.0,21.4,White,No,No,Power,180.0,5,339,bangalore
192,Sedan,100000,Manual,2,Volkswagen Vento,2012,425000.0,Diesel,Third Party insurance,5.0,1598.0,20.54,Blue,Yes,No,Power,186.0,4,480,bangalore
193,Sedan,30000,Manual,1,Honda City,2019,1070000.0,Petrol,Third Party insurance,5.0,1497.0,17.4,Others,No,No,Power,189.0,4,510,bangalore
194,SUV,49690,Manual,2,Ford Ecosport,2018,1025000.0,Petrol,Third Party insurance,5.0,1496.0,15.9,Blue,No,No,Electric,170.0,4,352,bangalore
195,SUV,110000,Manual,1,Mahindra XUV500,2016,1000000.0,Diesel,Third Party insurance,7.0,2179.0,16.0,White,Yes,No,Power,185.0,5,720,bangalore
196,Sedan,50000,Manual,1,Fiat Linea,2009,375000.0,Petrol,Third Party insurance,5.0,1368.0,16.0,Gray,Yes,No,Power,165.0,4,9544,bangalore
197,Sedan,50000,Manual,1,Fiat Linea,2009,375000.0,Petrol,Third Party insurance,5.0,1368.0,16.0,Gray,Yes,No,Power,165.0,4,9544,bangalore
198,SUV,55702,Automatic,1,Ford Ecosport,2018,844000.0,Petrol,Comprehensive,5.0,1497.0,14.8,Silver,No,No,Power,171.43,4,352,bangalore
199,Hatchback,45046,Manual,1,Hyundai i20 Active,2016,764000.0,Diesel,Third Party insurance,5.0,1396.0,21.19,Brown,Yes,No,Power,165.0,5,285,bangalore
200,Hatchback,53000,Manual,2,Maruti Ritz,2014,420000.0,Petrol,Third Party insurance,5.0,1197.0,18.5,Silver,No,No,Power,156.0,5,236,bangalore
201,Hatchback,94695,Manual,1,Maruti Baleno,2016,684000.0,Diesel,Third Party insurance,5.0,1248.0,27.39,Red,Yes,No,Power,170.0,5,339,bangalore
202,Hatchback,22162,Manual,1,Maruti Baleno,2019,802999.9999999999,Petrol,Zero Dep,5.0,1197.0,21.4,Silver,No,No,Power,180.0,5,339,bangalore
203,Hatchback,70000,Manual,2,Hyundai Santro Xing,2010,320000.0,Petrol,Third Party insurance,5.0,1086.0,17.92,Others,No,No,Power,170.0,5,9544,bangalore
204,Sedan,115331,Manual,1,Honda City,2017,803999.9999999999,Diesel,Comprehensive,5.0,1498.0,26.0,Silver,Yes,No,Power,175.0,4,510,bangalore
205,Sedan,70000,Automatic,2,Mercedes-Benz E-Class,2013,1400000.0,Diesel,Third Party insurance,5.0,2148.0,10.0,Others,Yes,No,Power,227.0,4,540,bangalore
206,Hatchback,42233,Manual,2,Maruti Swift,2016,548000.0,Petrol,Comprehensive,5.0,1197.0,22.38,White,No,No,Electric,170.0,5,268,bangalore
207,Hatchback,20941,Manual,1,Hyundai Grand i10,2019,619000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Others,No,No,Power,165.0,5,256,bangalore
208,SUV,50000,Manual,2,Maruti Vitara Brezza,2018,1000000.0,Diesel,Third Party insurance,5.0,1248.0,24.3,Red,Yes,No,Power,172.0,5,328,bangalore
209,SUV,46602,Manual,1,Honda WR-V,2018,865000.0,Petrol,Comprehensive,5.0,1199.0,17.5,Brown,No,No,Electric,164.26,5,363,bangalore
210,SUV,50000,Automatic,2,Mahindra Ssangyong Rexton,2014,1000000.0,Diesel,Third Party insurance,7.0,2696.0,11.18,White,Yes,No,Power,194.0,5,475,bangalore
211,Hatchback,104000,Manual,2,Maruti Swift,2014,535000.0,Diesel,Comprehensive,5.0,1248.0,25.2,Red,Yes,No,Power,155.0,5,204,bangalore
212,SUV,90000,Manual,1,Ford Ecosport,2018,975000.0,Diesel,Comprehensive,5.0,1498.0,23.0,Brown,Yes,No,Power,170.0,4,352,bangalore
213,Hatchback,50035,Manual,1,Maruti Baleno,2017,699000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,bangalore
214,SUV,80000,Manual,1,Tata Nexon,2021,1150000.0,Petrol,Third Party insurance,5.0,1199.0,17.57,Gray,Yes,No,Power,170.0,5,350,bangalore
215,Hatchback,90000,Manual,2,Hyundai i20,2015,625000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Maroon,No,No,Power,170.0,5,295,bangalore
216,Sedan,90000,Automatic,4,Mercedes-Benz E-Class,2011,1000000.0,Diesel,Third Party insurance,5.0,2143.0,14.21,Others,Yes,No,Power,242.0,4,540,bangalore
217,Sedan,120000,Manual,1,Toyota Corolla Altis,2011,600000.0,Diesel,Third Party insurance,5.0,1364.0,21.43,Silver,Yes,No,Power,170.0,4,475,bangalore
218,Sedan,25170,Manual,1,Maruti Swift Dzire,2015,675000.0,Petrol,Third Party,5.0,1197.0,22.41,Blue,No,No,Electric,170.0,4,378,bangalore
219,Sedan,25022,Manual,1,Maruti Ciaz,2021,893000.0,Petrol,Comprehensive,5.0,1462.0,20.65,Others,No,No,Power,170.0,4,510,bangalore
220,Hatchback,100000,Manual,2,Maruti Swift,2012,420000.0,Diesel,Third Party insurance,5.0,1248.0,22.9,Others,Yes,No,Power,158.0,5,232,bangalore
221,Sedan,26367,Manual,1,Maruti Ciaz,2020,941000.0,Petrol,Zero Dep,5.0,1462.0,20.65,Others,No,No,Power,170.0,4,510,bangalore
222,Sedan,76567,Automatic,2,Hyundai Elantra,2015,630000.0,Petrol,Zero Dep,5.0,1797.0,14.5,Silver,No,No,Power,191.0,4,420,bangalore
223,MUV,120000,Manual,2,Toyota Innova,2013,1275000.0,Diesel,Third Party insurance,7.0,2494.0,12.99,Others,Yes,No,Power,155.0,5,300,bangalore
224,Hatchback,36459,Automatic,2,Hyundai Grand i10,2015,525000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Red,No,No,Power,163.0,5,256,bangalore
225,SUV,93725,Manual,1,Maruti SX4 S Cross,2016,750000.0,Diesel,Comprehensive,5.0,1248.0,23.65,Grey,Yes,No,Power,160.0,5,353,bangalore
226,Sedan,115599,Automatic,2,Maruti Ciaz,2016,632000.0,Petrol,Comprehensive,5.0,1373.0,19.12,Silver,No,No,Power,190.0,4,510,bangalore
227,Sedan,43469,Manual,1,Maruti Swift Dzire,2015,645000.0,Petrol,Zero Dep,5.0,1197.0,22.41,Red,No,No,Electric,170.0,4,378,bangalore
228,Sedan,70000,Manual,4,Ford Ikon,2005,500000.0,Petrol,Third Party insurance,5.0,1299.0,13.8,Others,No,No,Power,157.0,4,400,bangalore
229,SUV,77000,Automatic,2,BMW X5,2019,6795000.0,Diesel,Comprehensive,5.0,2993.0,13.38,White,Twin,No,Power,170.0,5,9544,bangalore
230,SUV,100000,Manual,1,Maruti Vitara Brezza,2018,850000.0,Diesel,Comprehensive,5.0,1248.0,24.3,Red,Yes,No,Power,172.0,5,328,bangalore
231,Sedan,72000,Manual,1,Mitsubishi Cedia,2008,299000.0,Petrol,Third Party insurance,5.0,1999.0,14.7,Silver,No,No,Power,180.0,4,430,bangalore
232,Sedan,77000,Automatic,1,Jaguar XF,2013,2095000.0,Diesel,Comprehensive,5.0,2179.0,16.36,Blue,Yes,No,Power,225.0,4,540,bangalore
233,SUV,87101,Automatic,1,Audi Q7,2013,2800000.0,Diesel,Comprehensive,7.0,2967.0,12.07,White,Yes,No,Power,215.0,5,330,bangalore
234,Hatchback,40771,Manual,2,Volkswagen Polo,2021,999000.0,Petrol,Third Party,5.0,999.0,18.24,Silver,Yes,No,Electric,170.0,5,280,bangalore
235,Hatchback,28000,Manual,1,Honda Jazz,2018,825000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Silver,No,No,Power,172.0,5,354,bangalore
236,Hatchback,40000,Manual,3,Maruti Wagon R,2008,250000.0,Petrol,Comprehensive,5.0,1061.0,18.9,Silver,No,No,Power,170.0,4,9544,bangalore
237,SUV,26000,Automatic,1,Hyundai Venue,2020,1295000.0,Petrol,Comprehensive,5.0,998.0,18.15,White,Yes,No,Electric,170.0,5,350,bangalore
238,Hatchback,76032,Manual,1,Maruti Wagon R,2012,329000.0,Petrol,Comprehensive,5.0,998.0,18.9,Silver,No,No,Power,170.0,4,9544,bangalore
239,Sedan,113780,Manual,1,Maruti Ciaz,2018,666000.0,Petrol,Comprehensive,5.0,1462.0,21.56,Blue,No,No,Power,170.0,4,510,bangalore
240,Sedan,24000,Automatic,1,Audi A3,2019,2290000.0,Diesel,Third Party insurance,5.0,1968.0,20.38,White,Yes,No,Power,215.0,4,425,bangalore
241,SUV,65812,Manual,2,Hyundai Venue,2020,1026000.0,Diesel,Third Party,5.0,1493.0,23.7,White,Yes,No,Electric,170.0,5,350,bangalore
242,SUV,10000,Automatic,1,Skoda Kushaq,2022,1700000.0,Petrol,Third Party insurance,5.0,999.0,17.2,Red,Yes,No,Electric,170.0,5,3851405,bangalore
243,Hatchback,39959,Manual,1,Maruti Baleno,2016,681000.0,Petrol,Zero Dep,5.0,1197.0,21.4,Orange,No,No,Power,180.0,5,339,bangalore
244,SUV,10000,Automatic,1,Hyundai Alcazar,2022,1689999.9999999998,Petrol,Third Party insurance,7.0,1999.0,14.2,Others,No,No,Power,170.0,5,9544,bangalore
245,Hatchback,65484,Manual,3,Maruti Alto K10,2016,318000.0,Petrol,Third Party insurance,5.0,998.0,24.39,Others,No,No,Power,170.0,5,214,bangalore
246,Hatchback,49174,Manual,1,Maruti Baleno,2017,688000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Red,No,No,Power,180.0,5,339,bangalore
247,SUV,20000,Manual,1,Volkswagen Taigun,2022,1300000.0,Petrol,Third Party insurance,5.0,999.0,20.08,Red,Yes,No,Electric,170.0,5,385,bangalore
248,Hatchback,50000,Manual,1,Hyundai i10,2009,265000.0,Petrol,Third Party insurance,5.0,1197.0,20.36,Others,No,No,Power,170.0,4,9544,bangalore
249,Sedan,40000,Automatic,2,Maruti Swift Dzire,2018,645000.0,Petrol,Third Party insurance,5.0,1197.0,22.0,Others,No,No,Electric,170.0,4,378,bangalore
250,SUV,30000,Automatic,1,Hyundai Alcazar,2022,2000000.0,Petrol,Third Party insurance,7.0,1999.0,14.2,White,No,No,Power,170.0,5,9544,bangalore
251,Coupe,50000,Automatic,3,BMW 3 Series,2007,900000.0,Petrol,Third Party insurance,5.0,2497.0,10.9,Others,No,No,Power,242.0,4,460,bangalore
252,Hatchback,80000,Manual,1,Maruti Swift,2020,620000.0,Petrol,Third Party insurance,5.0,1197.0,21.21,Others,No,No,Electric,170.0,5,268,bangalore
253,SUV,20000,Manual,1,MG Astor,2022,1470000.0,Petrol,Third Party insurance,5.0,1498.0,15.43,Others,No,No,Electric,170.0,5,9544,bangalore
254,Sedan,70000,Manual,1,Hyundai Accent,2010,220000.00000000003,CNG,Third Party insurance,5.0,1495.0,13.2,Others,No,No,Power,170.0,4,380,bangalore
255,Sedan,90000,Automatic,1,Audi A4,2014,1475000.0,Diesel,Third Party insurance,5.0,1968.0,17.11,Others,Yes,No,Power,222.0,4,480,bangalore
256,Hatchback,40000,Manual,1,Renault KWID,2020,415000.00000000006,Petrol,Third Party insurance,5.0,999.0,21.74,Blue,No,No,Electric,170.0,5,279,bangalore
257,Hatchback,63797,Manual,1,Honda Jazz,2016,610000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Brown,No,No,Power,172.0,5,354,bangalore
258,Hatchback,60216,Manual,2,Hyundai Grand i10,2018,560000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,bangalore
259,Hatchback,10000,Automatic,2,Maruti Alto K10,2015,425000.0,Petrol,Third Party insurance,5.0,998.0,23.95,Others,No,No,Power,145.0,5,177,bangalore
260,Hatchback,38153,Manual,1,Maruti Baleno,2016,686000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Silver,No,No,Power,180.0,5,339,bangalore
261,Hatchback,76485,Manual,1,Maruti Swift,2015,517000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,bangalore
262,Hatchback,40000,Manual,2,Maruti Wagon R,2015,385000.0,Petrol,Third Party insurance,5.0,998.0,20.51,Others,No,No,Power,152.0,5,180,bangalore
263,Hatchback,40623,Manual,1,Maruti Baleno,2016,675000.0,Petrol,Comprehensive,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,bangalore
264,Sedan,18000,Automatic,2,Mercedes-Benz C-Class,2018,3300000.0,Diesel,Third Party insurance,5.0,2143.0,19.27,Red,Yes,No,Power,233.0,4,480,bangalore
265,Hatchback,88051,Manual,1,Maruti Swift,2014,499000.0,Petrol,Third Party insurance,5.0,1197.0,22.38,Red,No,No,Electric,170.0,5,268,bangalore
266,Hatchback,16522,Manual,1,Maruti Swift,2022,774000.0,Petrol,Third Party,5.0,1197.0,22.38,Others,No,No,Electric,170.0,5,268,bangalore
267,SUV,70000,Manual,2,Jeep Compass,2019,1475000.0,Diesel,Third Party insurance,5.0,1956.0,16.3,Others,Yes,No,Power,170.0,5,408,bangalore
268,Hatchback,80000,Manual,3,Maruti Wagon R,2008,240000.0,Petrol,Third Party insurance,5.0,1061.0,18.9,Others,No,No,Power,170.0,4,9544,bangalore
269,SUV,50000,Manual,1,Hyundai Venue,2019,1025000.0,Diesel,Third Party insurance,5.0,1396.0,23.7,Others,No,No,Power,170.0,5,350,bangalore
270,SUV,10000,Manual,1,Tata Nexon,2023,1400000.0,Petrol,Third Party insurance,5.0,1199.0,17.33,Others,No,No,Electric,170.0,5,350,bangalore
271,Hatchback,57000,Manual,2,Hyundai EON,2013,285000.0,Petrol,Third Party insurance,5.0,814.0,21.1,Silver,No,No,Power,135.0,5,215,bangalore
272,SUV,110000,Manual,1,Mahindra XUV500,2016,1000000.0,Diesel,Third Party insurance,7.0,2179.0,16.0,Others,Yes,No,Power,185.0,5,720,bangalore
273,Hatchback,10000,Manual,1,Maruti Baleno,2019,780000.0,Petrol,Third Party insurance,5.0,1197.0,21.4,Red,No,No,Power,180.0,5,339,bangalore
274,Hatchback,50000,Manual,2,Maruti Swift,2012,475000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Others,No,No,Power,160.0,5,232,bangalore
275,SUV,120000,Manual,1,Mahindra XUV300,2019,750000.0,Diesel,Third Party insurance,5.0,1497.0,20.0,Red,Yes,No,Power,175.0,5,259,bangalore
276,Hatchback,35469,Manual,1,Hyundai Grand i10,2014,555000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Grey,No,No,Power,165.0,5,256,bangalore
277,Hatchback,40073,Manual,2,Honda Jazz,2017,607000.0,Petrol,Third Party insurance,5.0,1199.0,18.7,Others,No,No,Power,172.0,5,354,bangalore
278,Hatchback,65730,Manual,2,Hyundai Grand i10,2017,514000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,bangalore
279,Sedan,120000,Manual,2,Maruti Baleno,2005,250000.0,Petrol,Third Party insurance,5.0,1590.0,15.4,Silver,No,No,Power,178.0,4,9544,bangalore
280,Hatchback,36184,Manual,2,Maruti Baleno,2016,705000.0,Petrol,Third Party,5.0,1197.0,21.4,Silver,No,No,Power,180.0,5,339,bangalore
281,Hatchback,69310,Manual,1,Maruti Baleno,2016,653000.0,Petrol,Comprehensive,5.0,1197.0,21.4,White,No,No,Power,180.0,5,339,bangalore
282,Sedan,55643,Automatic,1,Honda City,2015,872000.0000000001,Petrol,Third Party insurance,5.0,1497.0,18.0,White,No,No,Power,195.0,4,510,bangalore
283,Hatchback,62803,Automatic,2,Hyundai Grand i10,2017,564000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Red,No,No,Power,165.0,5,256,bangalore
284,Hatchback,90000,Manual,2,Volkswagen Polo,2011,370000.0,Diesel,Third Party insurance,5.0,1199.0,22.07,Others,No,No,Power,164.1,5,9544,bangalore
285,Hatchback,68656,Manual,1,Maruti Swift,2015,550000.0,Petrol,Third Party insurance,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,bangalore
286,Hatchback,77501,Manual,3,Honda Jazz,2016,517000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Brown,No,No,Power,172.0,5,354,bangalore
287,Sedan,40000,Manual,1,Maruti Swift Dzire,2016,620000.0,Petrol,Third Party insurance,5.0,1197.0,20.85,Others,No,No,Power,158.0,4,320,bangalore
288,Sedan,40000,Manual,1,Maruti Swift Dzire,2016,620000.0,Petrol,Third Party insurance,5.0,1197.0,20.85,Others,No,No,Power,158.0,4,320,bangalore
289,Sedan,48325,Automatic,1,Honda City,2014,750000.0,Petrol,Third Party insurance,5.0,1497.0,18.0,White,No,No,Power,195.0,4,510,bangalore
290,SUV,30000,Manual,1,Tata Nexon,2022,1220000.0,Petrol,Third Party insurance,5.0,1199.0,17.57,Others,Yes,No,Power,170.0,5,350,bangalore
291,Hatchback,100000,Automatic,2,Mercedes-Benz B Class,2013,1350000.0,Diesel,Comprehensive,5.0,2143.0,14.8,White,No,No,Power,190.0,5,486,bangalore
292,Hatchback,69000,Manual,1,Maruti Swift,2015,575000.0,Petrol,Comprehensive,5.0,1197.0,22.0,White,No,No,Power,170.0,5,9544,bangalore
293,SUV,110000,Manual,1,Jeep Compass,2018,1250000.0,Diesel,Third Party insurance,5.0,1956.0,17.1,Others,Yes,No,Power,170.0,5,408,bangalore
294,Sedan,50000,Manual,2,Hyundai Verna,2016,868000.0,Petrol,Third Party insurance,5.0,1591.0,17.01,Others,No,No,Power,196.0,4,465,bangalore
295,MUV,60000,Automatic,1,Kia Carnival,2020,3000000.0,Diesel,Third Party insurance,8.0,2199.0,14.11,White,Yes,No,Power,170.0,5,540,bangalore
296,Hatchback,20000,Manual,1,Hyundai i20,2021,980000.0,Petrol,Third Party insurance,5.0,998.0,20.0,Others,Yes,No,Electric,170.0,5,311,bangalore
297,Hatchback,14999,Automatic,1,Maruti Swift,2022,900000.0,Petrol,Third Party,5.0,1197.0,22.56,White,No,No,Electric,170.0,5,268,bangalore
298,Hatchback,90773,Manual,2,Honda Jazz,2016,550000.0,Petrol,Comprehensive,5.0,1199.0,18.7,White,No,No,Power,172.0,5,354,bangalore
299,Sedan,90000,Manual,1,Skoda Rapid,2012,450000.0,Diesel,Third Party insurance,5.0,1598.0,20.5,Gray,Yes,No,Power,170.0,4,460,bangalore
300,Hatchback,64917,Manual,2,Maruti Swift,2017,610000.0,Petrol,Zero Dep,5.0,1197.0,20.4,White,No,No,Power,165.0,5,204,bangalore
301,Hatchback,70235,Manual,1,Honda Jazz,2017,543000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Brown,No,No,Power,172.0,5,354,bangalore
302,Hatchback,30000,Manual,1,Hyundai i20,2021,980000.0,Petrol,Third Party insurance,5.0,998.0,20.0,Others,Yes,No,Electric,170.0,5,311,bangalore
303,Hatchback,78782,Manual,1,Honda Jazz,2016,535000.0,Petrol,Zero Dep,5.0,1199.0,18.7,Brown,No,No,Power,172.0,5,354,bangalore
304,SUV,164000,Manual,2,Mahindra XUV500,2014,850000.0,Diesel,Comprehensive,7.0,2179.0,15.1,O Purple,Yes,No,Power,175.0,5,9544,bangalore
305,Sedan,72136,Manual,2,Maruti Ciaz,2016,661000.0,Petrol,Third Party insurance,5.0,1373.0,20.73,Silver,No,No,Power,190.0,4,510,bangalore
306,Hatchback,52486,Manual,2,Maruti Swift,2015,505000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Others,No,No,Electric,170.0,5,268,bangalore
307,Sedan,150000,Automatic,1,Skoda Laura,2007,450000.0,Diesel,Third Party insurance,5.0,1896.0,15.6,Black,Yes,No,Power,189.0,4,560,bangalore
308,SUV,36887,Manual,1,Honda WR-V,2017,865000.0,Petrol,Third Party insurance,5.0,1199.0,17.5,Silver,No,No,Electric,164.26,5,363,bangalore
309,SUV,47962,Manual,1,Hyundai Venue,2019,999000.0,Petrol,Comprehensive,5.0,998.0,18.27,Blue,Yes,No,Power,170.0,5,350,bangalore
310,SUV,135000,Manual,1,Nissan Terrano,2014,595000.0,Diesel,Comprehensive,5.0,1461.0,20.45,Silver,Yes,No,Power,156.0,5,475,bangalore
311,Sedan,47398,Automatic,2,Skoda Superb,2018,2365000.0,Petrol,Comprehensive,5.0,1798.0,14.67,Brown,Yes,No,Power,170.0,5,625,bangalore
312,Sedan,50000,Manual,2,Fiat Linea,2012,400000.0,Petrol,Third Party insurance,5.0,1368.0,14.6,Gray,Yes,No,Power,186.0,4,9544,bangalore
313,Sedan,100000,Manual,1,Maruti Swift Dzire,2012,550000.0,Diesel,Third Party insurance,5.0,1248.0,19.3,White,Yes,No,Power,170.0,4,440,bangalore
314,SUV,55000,Automatic,1,BMW X4,2020,6050000.0,Diesel,Comprehensive,5.0,2993.0,14.71,White,Twin,No,Power,235.0,5,9544,bangalore
315,SUV,110000,Automatic,2,BMW X3,2011,1600000.0,Diesel,Comprehensive,5.0,1995.0,16.55,Black,No,No,Power,170.0,5,9544,bangalore
316,Hatchback,90000,Automatic,3,Volkswagen Polo,2013,520000.0,Petrol,Third Party insurance,5.0,1197.0,17.21,Others,Yes,No,Power,190.0,5,280,bangalore
317,Hatchback,116624,Manual,1,Maruti Baleno,2016,616000.0,Petrol,Zero Dep,5.0,1197.0,21.4,Blue,No,No,Power,180.0,5,339,bangalore
318,Sedan,54561,Manual,2,Maruti Ciaz,2019,795000.0,Petrol,Zero Dep,5.0,1462.0,21.56,Silver,No,No,Power,170.0,4,510,bangalore
319,MUV,120000,Manual,2,Toyota Innova,2013,1275000.0,Diesel,Third Party insurance,7.0,2494.0,12.99,Others,Yes,No,Power,155.0,5,300,bangalore
320,Hatchback,65072,Manual,1,Honda Jazz,2016,624000.0,Petrol,Comprehensive,5.0,1199.0,18.7,Red,No,No,Power,172.0,5,354,bangalore
321,Hatchback,133532,Manual,1,Hyundai Grand i10,2017,549000.0,Petrol,Zero Dep,5.0,1197.0,18.9,Others,No,No,Power,165.0,5,256,bangalore
322,MUV,120000,Manual,3,Toyota Innova,2010,760000.0,Diesel,Third Party insurance,7.0,2494.0,11.4,Others,Yes,No,Power,148.5,5,9544,bangalore
323,Sedan,39886,Manual,1,Maruti Swift Dzire,2013,524000.0,Petrol,Comprehensive,5.0,1197.0,22.41,Orange,No,No,Electric,170.0,4,378,bangalore
