,Body type,Kilometers driven,Transmission type,Number of Owners,Car model,Year of manufacture,price,Fuel Type,Insurance Validity,Seats,Engine,Mileage,Color,Turbo Charger,Super Charger,Steering Type,Top Speed,No of doors,Cargo Volumn,City
7089,SUV,7114,Automatic,1,Tata New Safari,2022,2109000.0,Diesel,Third Party,6.0,1956.0,14.08,Blue,Yes,No,Power,170.0,5,73,kolkata
7090,SUV,25508,Automatic,1,Tata New Safari,2021,2000000.0,Diesel,Comprehensive,6.0,1956.0,14.08,Sky Blue,Yes,No,Power,170.0,5,73,kolkata
7091,Hatchback,39369,Manual,1,Maruti Wagon R,2012,217000.0,Petrol,Comprehensive,5.0,998.0,18.9,Silver,No,No,Power,170.0,4,9544,kolkata
7092,SUV,96707,Manual,1,Mahindra XUV500,2018,886000.0,Diesel,Comprehensive,7.0,2179.0,19.255853130413264,Others,Yes,No,Power,170.0,5,9544,kolkata
7093,Hatchback,50000,Manual,1,Hyundai i20 Active,2016,550000.0,Petrol,Third Party insurance,5.0,1197.0,17.19,Others,No,No,Power,160.0,5,285,kolkata
7094,Hatchback,30345,Manual,1,Renault KWID,2019,327000.0,Petrol,Third Party,5.0,799.0,22.25,Red,No,No,Electric,170.0,5,279,kolkata
7095,SUV,128232,Automatic,1,Toyota Fortuner,2016,1775000.0,Diesel,Comprehensive,7.0,2982.0,12.55,White,Yes,No,Power,176.0,5,296,kolkata
7096,SUV,54018,Manual,1,Honda WR-V,2017,487000.0,Petrol,Third Party,5.0,1199.0,17.5,Brown,No,No,Electric,164.26,5,363,kolkata
7097,Sedan,32007,Manual,1,Hyundai Verna,2016,612000.0,Diesel,Zero Dep,5.0,1582.0,23.9,Silver,Yes,No,Power,190.0,4,465,kolkata
7098,Hatchback,100000,Manual,1,Hyundai i10,2015,310000.0,Petrol,Third Party insurance,5.0,1086.0,19.81,Others,No,No,Power,165.0,5,225,kolkata
7099,Hatchback,30000,Manual,2,Hyundai Santro Xing,2014,245000.00000000003,Petrol,Third Party insurance,5.0,1086.0,17.92,Gray,No,No,Power,170.0,5,9544,kolkata
7100,Sedan,66452,Automatic,1,Volvo S60 Cross Country,2018,1980000.0,Diesel,Comprehensive,5.0,2400.0,19.6,Silver,Yes,No,Power,210.0,4,380,kolkata
7101,SUV,38706,Automatic,1,Volvo XC60,2021,4500000.0,Diesel,Comprehensive,5.0,2400.0,11.2,White,Yes,No,Power,205.0,5,495,kolkata
7102,Sedan,80000,Manual,1,Honda City,2018,650000.0,Petrol,Third Party insurance,5.0,1497.0,17.4,Others,No,No,Power,189.0,4,510,kolkata
7103,Sedan,60000,Manual,1,Hyundai Verna,2015,750000.0,Petrol,Third Party insurance,5.0,1591.0,17.01,Gray,No,No,Power,196.0,4,465,kolkata
7104,Hatchback,120000,Manual,1,Hyundai i20 Active,2016,500000.0,Petrol,Third Party insurance,5.0,1197.0,17.19,Others,No,No,Power,170.41,5,285,kolkata
7105,MUV,150000,Manual,2,Chevrolet Tavera,2012,720000.0,Diesel,Third Party insurance,10.0,2499.0,12.2,Others,No,No,Power,138.0,5,9544,kolkata
7106,Sedan,19000,Manual,1,Honda City,2017,790000.0,Diesel,Third Party insurance,5.0,1498.0,26.0,Brown,Yes,No,Power,175.0,4,510,kolkata
7107,MUV,260000,Manual,1,Toyota Innova,2012,645000.0,Diesel,Comprehensive,7.0,2494.0,12.8,Grey,Yes,No,Power,151.0,5,9544,kolkata
7108,Sedan,71552,Manual,1,Honda City,2014,403000.0,Petrol,Comprehensive,5.0,1497.0,17.4,Brown,No,No,Power,195.0,4,510,kolkata
7109,Hatchback,65039,Manual,2,Hyundai Grand i10,2015,301000.0,Petrol,Third Party,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,kolkata
7110,Hatchback,60000,Manual,2,Hyundai Santro Xing,2007,40000.0,Petrol,Third Party insurance,5.0,1086.0,17.92,Gray,No,No,Power,170.0,5,9544,kolkata
7111,Hatchback,73578,Manual,1,Renault KWID,2019,359000.0,Petrol,Zero Dep,5.0,999.0,23.01,Red,No,No,Power,155.8,5,300,kolkata
7112,Hatchback,27160,Automatic,1,Hyundai Santro,2021,511000.00000000006,Petrol,Third Party,5.0,1086.0,20.3,Others,No,No,Electric,170.0,5,235,kolkata
7113,Hatchback,36000,Manual,1,Hyundai i20,2017,425000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Black,No,No,Power,170.0,5,295,kolkata
7114,Hatchback,84367,Manual,1,Hyundai Grand i10,2014,277000.0,Petrol,Comprehensive,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,kolkata
7115,MUV,32599,Manual,1,Maruti Ertiga,2019,750000.0,Petrol,Third Party insurance,7.0,1462.0,19.01,Grey,No,No,Power,170.0,5,209,kolkata
7116,SUV,47530,Manual,1,Renault Duster,2017,551000.0,Petrol,Third Party,5.0,1598.0,13.06,Red,No,No,Power,160.0,5,475,kolkata
7117,Hatchback,35457,Manual,1,Honda Brio,2014,254000.0,Petrol,Comprehensive,5.0,1198.0,19.4,Silver,No,No,Power,164.0,5,175,kolkata
7118,SUV,28134,Automatic,1,Kia Seltos,2020,1275000.0,Petrol,Comprehensive,5.0,1497.0,19.255853130413264,Orange,No,No,Electric,170.0,5,433,kolkata
7119,SUV,5000,Automatic,0,Mahindra XUV300,2022,1320000.0,Petrol,Comprehensive,5.0,1197.0,16.5,White,Yes,No,Power,170.0,5,9544,kolkata
7120,Hatchback,28000,Automatic,1,Hyundai i10,2011,270000.0,Petrol,Comprehensive,5.0,1197.0,16.95,Red,No,No,Power,170.0,4,9544,kolkata
7121,SUV,20000,Automatic,1,Jeep Compass Trailhawk,2023,2000000.0,Diesel,Third Party insurance,5.0,1998.0,19.255853130413264,Gray,Yes,No,Power,170.0,5,9544,kolkata
7122,SUV,33582,Automatic,2,Land Rover Range Rover Velar,2020,7900000.0,Petrol,Comprehensive,5.0,1997.0,15.8,Black,Yes,No,Power,217.0,4,558,kolkata
7123,Hatchback,46005,Manual,1,Hyundai i10,2014,255000.0,Petrol,Comprehensive,5.0,1197.0,20.36,Off White,No,No,Power,170.0,4,9544,kolkata
7124,SUV,2565,Automatic,1,MG Gloster,2021,3450000.0,Diesel,Comprehensive,6.0,1996.0,12.4,Black,Twin,No,Power,170.0,5,9544,kolkata
7125,Hatchback,28000,Automatic,1,Maruti Swift,2018,535000.0,Petrol,Comprehensive,5.0,1197.0,22.0,Red,No,No,Power,170.0,5,268,kolkata
7126,Hatchback,32000,Automatic,1,Honda Jazz,2015,440000.00000000006,Petrol,Comprehensive,5.0,1199.0,18.2,White,No,No,Power,172.0,5,354,kolkata
7127,Sedan,45000,Manual,1,Maruti Swift Dzire,2009,225000.0,Petrol,Comprehensive,5.0,1298.0,17.5,Golden,No,No,Power,170.0,4,464,kolkata
7128,SUV,78565,Manual,1,Mahindra XUV500,2019,1295000.0,Diesel,Comprehensive,7.0,2179.0,15.1,White,Yes,No,Power,170.0,5,9544,kolkata
7129,SUV,10197,Automatic,1,MG Hector,2022,1792000.0000000002,Petrol,Third Party,5.0,1451.0,19.255853130413264,Black,Yes,No,Power,170.0,5,587,kolkata
7130,Hatchback,60000,Manual,2,Hyundai EON,2014,180000.0,Petrol,Third Party insurance,5.0,814.0,21.1,Others,No,No,Power,135.0,5,215,kolkata
7131,Sedan,32844,Manual,1,Honda City,2017,602000.0,Petrol,Comprehensive,5.0,1497.0,17.8,Silver,No,No,Power,195.0,4,510,kolkata
7132,Hatchback,5198,Manual,1,Tata Tiago,2022,743000.0,CNG,Comprehensive,5.0,1199.0,26.49,Black,No,No,Electric,170.0,5,9544,kolkata
7133,Hatchback,40000,Manual,1,Hyundai i20,2013,335000.0,Petrol,Comprehensive,5.0,1197.0,18.5,Bronze,No,No,Power,170.0,5,9544,kolkata
7134,Sedan,19355,Automatic,1,Skoda Rapid,2019,750000.0,Petrol,Comprehensive,5.0,1598.0,14.84,Others,No,No,Power,185.0,4,460,kolkata
7135,Sedan,60000,Manual,1,Maruti Swift Dzire,2010,240000.0,Petrol,Third Party insurance,5.0,1298.0,17.5,Blue,No,No,Power,170.0,4,464,kolkata
7136,Hatchback,31197,Manual,1,Maruti Wagon R,2019,474000.0,Petrol,Third Party,5.0,998.0,21.79,Silver,No,No,Power,170.0,5,341,kolkata
7137,Hatchback,6651,Manual,1,Datsun RediGO,2021,346000.0,Petrol,Third Party,5.0,999.0,21.7,Others,No,No,Power,170.0,5,222,kolkata
7138,Hatchback,60000,Manual,3,Chevrolet Spark,2009,70000.0,Petrol,Third Party insurance,5.0,995.0,18.0,Others,No,No,Power,161.0,5,170,kolkata
7139,SUV,35000,Manual,1,Honda BR-V,2018,745000.0,Petrol,Comprehensive,7.0,1497.0,15.4,Grey,No,No,Power,170.0,5,223,kolkata
7140,Sedan,57000,Manual,1,Honda City,2013,335000.0,Petrol,Comprehensive,5.0,1497.0,16.8,Red,No,No,Power,170.0,4,506,kolkata
7141,Sedan,50469,Automatic,1,Honda City,2016,550000.0,Petrol,Third Party insurance,5.0,1497.0,18.0,Brown,No,No,Power,195.0,4,510,kolkata
7142,Hatchback,32000,Manual,1,Maruti Swift,2018,524000.0,Petrol,Comprehensive,5.0,1197.0,22.0,Silver,No,No,Power,170.0,5,9544,kolkata
7143,Sedan,36000,Automatic,1,Toyota Corolla Altis,2016,850000.0,Petrol,Comprehensive,5.0,1798.0,14.28,Golden,No,No,Power,200.0,4,470,kolkata
7144,Hatchback,30000,Manual,1,Datsun RediGO,2018,210000.0,Petrol,Third Party insurance,5.0,799.0,22.7,Others,No,No,Power,170.0,5,222,kolkata
7145,SUV,68042,Automatic,1,Mahindra XUV500,2018,999000.0,Diesel,Comprehensive,7.0,2179.0,16.0,Orange,Yes,No,Power,185.0,5,720,kolkata
7146,Hatchback,65000,Manual,2,Hyundai i10,2014,230000.0,Petrol,Comprehensive,5.0,1197.0,20.36,White,No,No,Power,170.0,4,9544,kolkata
7147,Hatchback,24000,Manual,1,Maruti Swift,2020,549000.0,Petrol,Comprehensive,5.0,1197.0,20.4,Blue,No,No,Power,165.0,5,204,kolkata
7148,Sedan,82948,Manual,1,Maruti Ciaz,2016,520000.0,Diesel,Comprehensive,5.0,1248.0,28.09,Silver,Yes,No,Power,190.0,4,510,kolkata
7149,Hatchback,23162,Manual,2,Maruti Zen Estilo,2010,141000.0,Petrol,Comprehensive,5.0,998.0,19.0,Brown,No,No,Power,160.0,5,9544,kolkata
7150,Hatchback,45000,Manual,1,Maruti Ritz,2010,129000.0,Petrol,Comprehensive,5.0,1197.0,18.5,Blue,No,No,Power,156.0,5,236,kolkata
7151,SUV,7281,Manual,2,Honda WR-V,2020,641000.0,Petrol,Comprehensive,5.0,1199.0,17.5,Others,No,No,Electric,164.26,5,363,kolkata
7152,Hatchback,29428,Manual,1,Hyundai i20 Active,2016,466000.0,Petrol,Third Party insurance,5.0,1197.0,17.19,White,No,No,Power,160.0,5,285,kolkata
7153,SUV,64000,Manual,1,Hyundai Creta,2018,844999.9999999999,Petrol,Comprehensive,5.0,1591.0,15.8,White,No,No,Power,170.0,5,400,kolkata
7154,Hatchback,62202,Manual,1,Maruti Alto 800,2016,215000.0,Petrol,Comprehensive,5.0,796.0,22.05,Others,No,No,Power,170.0,5,9544,kolkata
7155,Sedan,47000,Manual,1,Honda City,2018,725000.0,Petrol,Third Party insurance,5.0,1497.0,17.4,White,No,No,Power,189.0,4,510,kolkata
7156,Sedan,13145,Manual,1,Tata Tigor,2022,772000.0,CNG,Comprehensive,5.0,1199.0,26.49,Red,No,No,Electric,121.92,4,205,kolkata
7157,Hatchback,119490,Manual,1,Hyundai EON,2017,255000.0,Petrol,Third Party,5.0,814.0,21.1,Blue,No,No,Power,135.0,5,215,kolkata
7158,SUV,8000,Manual,1,Mahindra XUV500,2021,1673999.9999999998,Diesel,Comprehensive,7.0,2179.0,15.1,White,Yes,No,Power,170.0,5,9544,kolkata
7159,Sedan,45000,Manual,1,Honda City,2015,525000.0,Diesel,Third Party insurance,5.0,1498.0,25.1,Brown,Yes,No,Power,190.0,4,510,kolkata
7160,Hatchback,46422,Manual,1,Maruti Wagon R Stingray,2016,295000.0,Petrol,Comprehensive,5.0,998.0,20.51,Grey,No,No,Power,150.0,5,180,kolkata
7161,Hatchback,64000,Manual,3,Hyundai i10,2014,235000.0,Petrol,Comprehensive,5.0,1197.0,20.36,Others,No,No,Power,170.0,4,9544,kolkata
7162,Sedan,52000,Manual,1,Volkswagen Ameo,2020,495000.0,Diesel,Comprehensive,5.0,1498.0,21.66,Brown,Yes,No,Power,170.0,4,330,kolkata
7163,Sedan,25000,Manual,1,Honda City,2019,685000.0,Petrol,Comprehensive,5.0,1497.0,16.8,Brown,No,No,Power,170.0,4,506,kolkata
7164,Hatchback,15000,Manual,2,Hyundai EON,2013,186000.0,Petrol,Third Party,5.0,814.0,21.1,Blue,No,No,Power,135.0,5,215,kolkata
7165,SUV,45000,Manual,1,Kia Seltos,2020,1265000.0,Petrol,Comprehensive,5.0,1353.0,16.5,Golden,Yes,No,Electric,170.0,5,433,kolkata
7166,SUV,65000,Automatic,1,Hyundai Creta,2018,894999.9999999999,Petrol,Comprehensive,5.0,1591.0,14.8,White,No,No,Power,170.0,5,400,kolkata
7167,SUV,65000,Manual,1,Jeep Compass,2018,950000.0,Diesel,Third Party,5.0,1956.0,17.1,Black,Yes,No,Power,170.0,5,408,kolkata
7168,Sedan,21628,Manual,1,Honda City,2019,727000.0,Petrol,Comprehensive,5.0,1497.0,17.4,Silver,No,No,Power,189.0,4,510,kolkata
7169,Hatchback,8347,Manual,1,Maruti Swift,2016,427000.0,Petrol,Third Party,5.0,1197.0,22.38,Silver,No,No,Electric,170.0,5,268,kolkata
7170,SUV,72057,Manual,2,Mahindra Scorpio,2016,875000.0,Diesel,Comprehensive,7.0,2179.0,15.4,Blue,Yes,No,Power,150.0,5,460,kolkata
7171,Hatchback,52549,Manual,1,Hyundai Grand i10,2017,349000.0,Petrol,Third Party insurance,5.0,1197.0,18.9,Silver,No,No,Power,165.0,5,256,kolkata
7172,Sedan,44540,Automatic,2,Honda City,2014,450000.0,Petrol,Third Party,5.0,1497.0,18.0,Others,No,No,Power,195.0,4,510,kolkata
7173,Hatchback,44000,Manual,2,Maruti Swift,2014,320000.0,Petrol,Comprehensive,5.0,1197.0,18.6,Silver,No,No,Power,160.0,5,232,kolkata
7174,Hatchback,53084,Manual,1,Hyundai Grand i10 Nios,2019,646000.0,Diesel,Third Party insurance,5.0,1186.0,26.2,Silver,Yes,No,Electric,170.0,5,260,kolkata
7175,MUV,10000,Manual,2,Maruti XL6,2021,950000.0,Petrol,Third Party insurance,6.0,1462.0,19.01,Others,No,No,Power,170.0,5,209,kolkata
7176,Sedan,34339,Automatic,2,Toyota Corolla Altis,2018,1124000.0,Petrol,Comprehensive,5.0,1798.0,14.28,White,No,No,Power,200.0,4,470,kolkata
7177,SUV,15456,Manual,1,Kia Seltos,2020,1057000.0,Petrol,Third Party insurance,5.0,1497.0,16.8,Red,No,No,Electric,170.0,5,433,kolkata
7178,MUV,10000,Manual,2,Maruti XL6,2021,950000.0,Petrol,Third Party insurance,6.0,1462.0,19.01,Others,No,No,Power,170.0,5,209,kolkata
7179,Hatchback,68000,Manual,1,Hyundai Santro,2018,385000.0,Petrol,Comprehensive,5.0,1086.0,20.3,Grey,No,No,Power,170.0,5,235,kolkata
7180,SUV,10000,Manual,1,Maruti SX4 S Cross,2021,875000.0,Petrol,Third Party insurance,5.0,1462.0,18.55,Others,No,No,Power,170.0,5,375,kolkata
7181,SUV,100000,Manual,1,Mahindra TUV 300,2017,520000.0,Diesel,Third Party insurance,7.0,1493.0,18.49,Others,Yes,No,Power,156.0,5,384,kolkata
7182,SUV,59639,Manual,1,Mahindra TUV 300,2019,675000.0,Diesel,Comprehensive,7.0,1493.0,18.49,Red,Yes,No,Power,156.0,5,384,kolkata
7183,Hatchback,50000,Manual,1,Maruti Celerio,2017,360000.0,Petrol,Third Party insurance,5.0,998.0,23.1,Others,No,No,Power,150.0,5,235,kolkata
7184,Sedan,37000,Automatic,1,Audi A6,2016,1795000.0,Petrol,Comprehensive,5.0,1798.0,15.26,White,Yes,No,Power,233.0,4,530,kolkata
7185,Sedan,60000,Manual,2,Renault Scala,2013,235000.0,Petrol,Third Party insurance,5.0,1498.0,16.95,White,No,No,Power,165.0,4,490,kolkata
7186,Hatchback,8000,Manual,1,Hyundai i20 N Line,2022,900000.0,Petrol,Third Party insurance,5.0,998.0,20.0,Blue,Yes,No,Electric,170.0,5,9544,kolkata
7187,MUV,31000,Manual,1,Maruti Ertiga,2017,800000.0,Diesel,Third Party insurance,7.0,1248.0,24.52,Silver,Yes,No,Power,160.0,5,135,kolkata
7188,Sedan,44890,Manual,1,Honda Amaze,2016,357000.0,Petrol,Comprehensive,5.0,1198.0,18.0,Silver,No,No,Power,160.0,4,400,kolkata
7189,SUV,48752,Manual,2,Hyundai Creta,2017,620000.0,Diesel,Comprehensive,5.0,1396.0,22.1,Others,No,No,Power,170.0,5,400,kolkata
7190,SUV,10000,Automatic,1,Tata New Safari,2022,2350000.0,Diesel,Third Party insurance,6.0,1956.0,14.08,Others,Yes,No,Power,170.0,5,73,kolkata
7191,SUV,5151,Manual,1,Mahindra KUV 100,2017,372000.0,Petrol,Third Party,5.0,1198.0,18.15,Red,No,No,Power,160.0,5,243,kolkata
7192,Hatchback,28807,Manual,1,Maruti Alto 800,2017,275000.0,Petrol,Zero Dep,5.0,796.0,22.05,Blue,No,No,Power,170.0,5,9544,kolkata
7193,Hatchback,30000,Manual,2,Hyundai Santro Xing,2014,220000.00000000003,Petrol,Third Party insurance,5.0,1086.0,17.92,Others,No,No,Power,170.0,5,9544,kolkata
7194,Sedan,20593,Manual,1,Honda City,2019,763000.0,Petrol,Third Party,5.0,1497.0,17.4,Silver,No,No,Power,189.0,4,510,kolkata
7195,Hatchback,10000,Manual,1,Tata Altroz,2020,735000.0,Petrol,Third Party insurance,5.0,1199.0,19.33,Others,No,No,Electric,170.0,5,345,kolkata
7196,Sedan,82879,Manual,2,Honda Amaze,2015,260000.0,Petrol,Third Party,5.0,1198.0,18.0,Others,No,No,Power,160.0,4,400,kolkata
7197,Sedan,13407,Manual,1,Honda City,2022,1015000.0,Petrol,Comprehensive,5.0,1498.0,18.6,Red,No,No,Electric,170.0,4,506,kolkata
7198,Hatchback,100000,Manual,1,Maruti Ignis,2019,410000.0,Petrol,Third Party insurance,5.0,1197.0,20.89,Others,No,No,Electric,170.0,5,260,kolkata
7199,MUV,66000,Manual,1,Maruti Ertiga,2018,791000.0,Diesel,Comprehensive,7.0,1248.0,25.47,Grey,Yes,No,Power,170.0,5,209,kolkata
7200,MUV,177000,Manual,1,Toyota Innova,2015,745000.0,Diesel,Comprehensive,7.0,2494.0,12.99,Silver,Yes,No,Power,155.0,5,300,kolkata
7201,MUV,21100,Manual,1,Toyota Innova Crysta,2021,1850000.0,Diesel,Third Party insurance,7.0,2393.0,12.0,Black,Yes,No,Power,170.0,5,300,kolkata
7202,MUV,120000,Manual,1,Tata Sumo Victa,2005,110000.0,Diesel,Third Party insurance,10.0,1948.0,12.2,Red,No,No,Power,240.0,5,9544,kolkata
7203,Hatchback,100000,Manual,1,Hyundai i10,2015,310000.0,Petrol,Third Party insurance,5.0,1086.0,19.81,Others,No,No,Power,165.0,5,225,kolkata
7204,Sedan,44227,Automatic,1,BMW 6 Series,2018,3900000.0,Diesel,Comprehensive,4.0,2993.0,17.09,White,Yes,No,Power,170.0,4,9544,kolkata
7205,SUV,70000,Automatic,3,Toyota Fortuner,2015,1350000.0,Diesel,Third Party insurance,7.0,2982.0,12.55,Silver,Yes,No,Power,176.0,5,296,kolkata
7206,SUV,45000,Manual,1,Honda WR-V,2019,650000.0,Petrol,Third Party,5.0,1199.0,17.5,Green,No,No,Electric,164.26,5,363,kolkata
7207,SUV,50000,Manual,1,Hyundai Alcazar,2021,1600000.0,Petrol,Third Party insurance,6.0,1999.0,14.5,Black,No,No,Power,170.0,5,9544,kolkata
7208,Hatchback,77042,Manual,1,Maruti Swift,2019,449000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Red,No,No,Electric,170.0,5,268,kolkata
7209,Sedan,42325,Manual,1,Tata Tigor,2021,517000.0,Petrol,Third Party,5.0,1199.0,19.28,Others,No,No,Electric,170.0,4,419,kolkata
7210,Hatchback,50000,Manual,1,Volkswagen Polo,2017,500000.0,Petrol,Third Party insurance,5.0,1199.0,16.2,Others,No,No,Power,165.0,5,280,kolkata
7211,Hatchback,37196,Manual,1,Maruti Swift,2015,400000.0,Petrol,Comprehensive,5.0,1197.0,22.38,Others,No,No,Electric,170.0,5,268,kolkata
7212,Hatchback,61530,Manual,1,Maruti Baleno,2017,460000.0,Diesel,Third Party insurance,5.0,1248.0,27.39,Red,Yes,No,Power,170.0,5,339,kolkata
7213,Hatchback,48000,Manual,1,Hyundai i20 Active,2016,580000.0,Petrol,Third Party insurance,5.0,1197.0,17.19,White,No,No,Power,160.0,5,285,kolkata
7214,SUV,74444,Manual,1,Maruti Vitara Brezza,2017,643000.0,Diesel,Comprehensive,5.0,1248.0,24.3,Others,Yes,No,Power,172.0,5,328,kolkata
7215,Hatchback,120000,Manual,1,Skoda Fabia,2011,200000.0,Petrol,Third Party insurance,5.0,1198.0,16.25,Others,No,No,Power,163.0,5,315,kolkata
7216,Hatchback,11768,Manual,1,Maruti S-Presso,2020,411000.00000000006,Petrol,Comprehensive,5.0,998.0,21.7,Others,No,No,Power,170.0,5,9544,kolkata
7217,Hatchback,19715,Manual,2,Renault KWID,2020,384000.0,Petrol,Third Party,5.0,799.0,22.3,Blue,No,No,Electric,170.0,5,279,kolkata
7218,SUV,54581,Manual,1,Honda WR-V,2018,500000.0,Petrol,Third Party insurance,5.0,1199.0,17.5,Brown,No,No,Electric,164.26,5,363,kolkata
7219,Sedan,34000,Automatic,1,Audi A6,2014,1475000.0,Diesel,Comprehensive,5.0,1968.0,17.68,Grey,Yes,No,Power,222.0,4,530,kolkata
7220,Hatchback,50000,Manual,2,Hyundai i20,2016,500000.0,Petrol,Third Party insurance,5.0,1197.0,18.6,Others,No,No,Power,170.0,5,295,kolkata
7221,Hatchback,40000,Manual,2,Volkswagen Polo,2014,360000.0,Petrol,Third Party insurance,5.0,1198.0,16.47,Others,No,No,Power,165.0,5,280,kolkata
7222,SUV,70000,Automatic,4,Toyota Fortuner,2015,1450000.0,Diesel,Third Party insurance,7.0,2982.0,12.55,Silver,Yes,No,Power,176.0,5,296,kolkata
7223,SUV,19600,Automatic,3,Porsche Macan,2016,4200000.0,Petrol,Third Party insurance,5.0,1984.0,13.6,Blue,No,No,Power,229.0,5,500,kolkata
7224,MUV,120000,Manual,1,Chevrolet Tavera,2011,350000.0,Diesel,Third Party insurance,7.0,2499.0,14.8,White,No,No,Manual,138.0,5,9544,kolkata
7225,SUV,68000,Automatic,1,BMW X3,2012,1199000.0,Diesel,Comprehensive,5.0,1995.0,16.09,Black,Yes,No,Power,210.0,5,9544,kolkata
7226,Sedan,70000,Manual,2,Tata Manza,2014,220000.00000000003,Diesel,Third Party insurance,5.0,1248.0,21.02,Others,Yes,No,Power,163.0,4,460,kolkata
7227,Hatchback,50000,Manual,4,Hyundai Grand i10,2016,330000.0,Diesel,Third Party insurance,5.0,1120.0,24.0,Others,No,No,Power,157.0,5,256,kolkata
7228,Sedan,70179,Manual,1,Tata Tigor,2021,518000.0,Petrol,Third Party,5.0,1199.0,19.28,White,No,No,Electric,170.0,4,419,kolkata
7229,Hatchback,54501,Manual,1,Maruti A-Star,2010,141000.0,Petrol,Comprehensive,5.0,998.0,19.0,Green,No,No,Power,170.0,5,9544,kolkata
7230,SUV,20000,Manual,1,Renault Captur,2018,800000.0,Diesel,Third Party insurance,5.0,1461.0,20.37,Others,Yes,No,Power,170.0,5,392,kolkata
7231,Hatchback,28651,Manual,1,Maruti Alto 800,2016,227000.0,Petrol,Third Party,5.0,796.0,22.05,Others,No,No,Power,170.0,5,9544,kolkata
7232,Sedan,64787,Manual,2,Honda City,2014,372000.0,Petrol,Third Party,5.0,1497.0,17.4,White,No,No,Power,195.0,4,510,kolkata
7233,SUV,138726,Manual,1,Toyota Fortuner,2014,1300000.0,Diesel,Comprehensive,7.0,2982.0,13.0,Grey,Yes,No,Power,176.0,5,296,kolkata
7234,Hatchback,24147,Manual,1,Maruti Wagon R,2019,437000.0,Petrol,Comprehensive,5.0,998.0,21.79,Silver,No,No,Power,170.0,5,341,kolkata
7235,Sedan,65000,Automatic,1,Toyota Corolla Altis,2017,950000.0,Petrol,Third Party,5.0,1798.0,14.28,White,No,No,Power,200.0,4,470,kolkata
7236,Sedan,79513,Manual,1,Honda City,2015,421000.0,Petrol,Comprehensive,5.0,1497.0,17.4,Silver,No,No,Power,195.0,4,510,kolkata
7237,Hatchback,87845,Manual,1,Hyundai i20,2010,193000.0,Petrol,Third Party insurance,5.0,1197.0,18.5,Black,No,No,Power,170.0,5,9544,kolkata
7238,MUV,20000,Manual,1,Maruti Ertiga,2015,750000.0,Petrol,Third Party insurance,7.0,1373.0,16.02,Others,No,No,Power,164.0,5,135,kolkata
7239,Sedan,55000,Manual,1,Volkswagen Jetta,2015,599000.0,Petrol,Third Party insurance,5.0,1390.0,14.69,Silver,Yes,No,Power,202.0,4,510,kolkata
7240,Hatchback,60000,Manual,2,Mahindra KUV 100 NXT,2020,470000.0,Petrol,Third Party insurance,6.0,1198.0,18.15,White,No,No,Electric,170.0,5,243,kolkata
7241,Hatchback,47183,Manual,1,Honda Brio,2014,335000.0,Petrol,Third Party insurance,5.0,1198.0,19.4,Silver,No,No,Power,164.0,5,175,kolkata
7242,MUV,150000,Manual,1,Toyota Innova,2015,1050000.0,Diesel,Third Party insurance,7.0,2494.0,12.99,Others,Yes,No,Power,155.0,5,300,kolkata
7243,Sedan,41510,Automatic,2,Mercedes-Benz E-Class,2015,2199000.0,Diesel,Comprehensive,5.0,2143.0,14.21,Silver,Yes,No,Power,242.0,4,540,kolkata
7244,Sedan,54600,Manual,1,Hyundai Elantra,2017,843000.0,Diesel,Comprehensive,5.0,1582.0,22.54,Black,Yes,No,Power,191.0,4,420,kolkata
7245,Hatchback,20000,Manual,1,Hyundai Santro Xing,2007,50000.0,Petrol,Third Party insurance,5.0,1086.0,19.255853130413264,Others,No,No,Power,170.0,5,9544,kolkata
7246,MUV,4000,Manual,1,Renault Triber,2022,650000.0,Petrol,Comprehensive,7.0,999.0,20.0,Silver,No,No,Electric,170.0,5,84,kolkata
7247,Sedan,70000,Manual,1,Chevrolet Sail,2015,180000.0,Petrol,Third Party insurance,5.0,1199.0,18.2,White,No,No,Power,155.0,4,370,kolkata
7248,SUV,29882,Manual,1,Maruti Vitara Brezza,2021,673000.0,Petrol,Zero Dep,5.0,1462.0,17.03,Silver,No,No,Electric,170.0,5,328,kolkata
7249,Hatchback,55314,Manual,1,Toyota Etios Liva,2011,198000.0,Petrol,Third Party,5.0,1197.0,18.3,Red,No,No,Power,170.0,4,9544,kolkata
7250,Sedan,69000,Manual,1,Hyundai Verna,2013,250000.0,Diesel,Third Party insurance,5.0,1582.0,22.32,Black,No,No,Power,170.0,4,9544,kolkata
7251,Sedan,41565,Manual,2,Maruti Swift Dzire,2015,338000.0,Petrol,Comprehensive,5.0,1197.0,22.41,Blue,No,No,Electric,170.0,4,378,kolkata
7252,Hatchback,46624,Manual,2,Hyundai i20,2011,198000.0,Petrol,Comprehensive,5.0,1197.0,18.5,Silver,No,No,Power,170.0,5,9544,kolkata
