,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,Ground Clearance Unladen,City
579,0,Diesel,SUV,"29,000",Manual,1,1st Owner,MG,MG Hector,2020,7631,Smart Diesel MT,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1956 cc,Diesel,Third Party insurance,"29,000 Kms",First Owner,TS08,Jul 2020,5 Seats,Manual,2020.0,Specifications,,1956 CC,167.68bhp,17.41 kmpl,5,350Nm,R17,b red,,1956,167.68bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,,,Yes,,4655mm,1835mm,1760mm,2750mm,,,1860,,6 Speed,FWD,5,,,Disc,Disc,Radial,R17,5,587,,,,hyderabad
580,0,Diesel,SUV,"90,000",Automatic,1,1st Owner,BMW,BMW X1,2012,344,sDrive20d,₹ 13.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1995 cc,Diesel,Third Party insurance,"90,000 Kms",First Owner,,2012,5 Seats,Automatic,2012.0,Specifications,,1995 CC,184bhp,17.05 kmpl,5,380Nm,17,Others,sDrive20d Diesel Engine,1995,184bhp@4000rpm,380Nm@1750-2750rpm,4.0,4.0,,CRDi,,,Yes,No,4477mm,2058mm,1545mm,2760mm,1501mm,1529mm,1485,,8-Speed ,RWD,5,Power,5.8 metres,Ventilated Discs,Ventilated Discs,"Tubeless,Radial",17,5,420-litres,205 Kmph,7.9 Seconds,,hyderabad
581,0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Tata,Tata Manza,2011,2753,Aura (ABS) Quadrajet BS IV,₹ 2.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"1,20,000 Kms",First Owner,,2011,5 Seats,Manual,2011.0,Specifications,,1248 CC,88.8bhp,21.12 kmpl,5,200Nm,15,Red,"4 Cylinder, Common Rail, ",1248,88.8bhp@4000rpm,200Nm@1750-3000rpm,4.0,4.0,,CRDI,,,No,No,4413mm,1703mm,1550mm,2520mm,,,1200-1210kg,1650-1660kg,5 Speed,FWD,5,Power,5.1metres,Ventilated Disc,Drum,"Tubeless,Radial",15,4,460-litre,,,,hyderabad
582,0,Diesel,Hatchback,"1,00,000",Manual,2,2nd Owner,Fiat,Fiat Avventura,2015,721,MULTIJET Emotion,₹ 4.20 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"1,00,000 Kms",Second Owner,AP16,2015,5 Seats,Manual,2015.0,Specifications,,1248 CC,91.72bhp,20.5 kmpl,5,209Nm,16,White,MULTIJET Engine,1248,91.72bhp@4000rpm,209Nm@2000rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,3989mm,1706mm,1542mm,2510mm,,,1255kg,,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,280-litres,,14 Seconds,,hyderabad
583,0,Petrol,Hatchback,"56,962",Automatic,1,1st Owner,Maruti,Maruti Baleno,2017,3960,1.2 CVT Zeta,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Not Available,"56,962 Kms",First Owner,TS08,Apr 2017,5 Seats,Automatic,2017.0,Specifications,,1197 CC,83.1bhp,21.4 kmpl,5,115Nm,16,Granite Grey,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3995mm,1745mm,1510mm,2520mm,1505mm,1515mm,920kg,1360kg,CVT,FWD,5,Power,4.9 meters,Disc,Drum,"Tubeless,Radial",16,5,339-litres,180 Kmph,12.79 seconds,,hyderabad
584,0,Diesel,Sedan,"90,000",Automatic,1,1st Owner,Skoda,Skoda Rapid,2015,3148,1.5 TDI AT Elegance Plus,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"90,000 Kms",First Owner,TS13,2015,5 Seats,Automatic,2015.0,Specifications,,1498 CC,103.52bhp,21.66 kmpl,5,250Nm,15,Others,Diesel Engine,1498,103.52bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection ,,,Yes,No,4386mm,1699mm,1466mm,2552mm,,,1182kg,1770kg,7 Speed,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,460-litres,186 Kmph,12 Seconds,,hyderabad
585,0,Petrol,Hatchback,"1,01,739",Manual,1,1st Owner,Volkswagen,Volkswagen Polo,2018,7743,1.0 MPI Comfortline,₹ 5.02 Lakh,₹ 5.22 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Comprehensive,"1,01,739 Kms",First Owner,TS07,Nov 2018,5 Seats,Manual,2018.0,Specifications,,999 CC,75.10bhp,17.74 kmpl,5,95Nm,R15,White,1.0L MPI Petrol,999,75.10bhp@6200rpm,95Nm@2950-3800rpm,3.0,4.0,DOHC,MPI,74.5x76.4 mm,10.5:1,No,No,3971mm,1682mm,1469mm,2469mm,1460mm,1456mm,1030Kg,1500Kg,5 Speed,FWD,5,Electronic,4.9,Disc,Drum,"Tubeless,Radial",R15,5,280,,,,hyderabad
586,0,Petrol,Hatchback,"69,049",Manual,1,1st Owner,Tata,Tata Tiago,2019,6969,XZ Plus,₹ 5.52 Lakh,₹ 5.59 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Zero Dep,"69,049 Kms",First Owner,TS07,Aug 2019,5 Seats,Manual,2019.0,Specifications,,1199 CC,83.83bhp,23.84 kmpl,5,114Nm,15,Others,Revotron Engine,1199,83.83bhp@6000rpm,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1012kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,Tubeless,15,5,242,150 kmph,,,hyderabad
587,0,Diesel,SUV,"1,10,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4299,ZDi,₹ 8.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"1,10,000 Kms",First Owner,TS07,Jun 2018,5 Seats,Manual,2018.0,Specifications,,1248 CC,88.5bhp,24.3 kmpl,5,200Nm,16,Red,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,69.6 X 82,,Yes,No,3995mm,1790mm,1640mm,2500mm,,,1190kg,1680kg,5 Speed,FWD,5,Power,5.2 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,172 kmph,12.36 Seconds,,hyderabad
588,0,Petrol,Sedan,"56,242",Manual,1,1st Owner,Honda,Honda Amaze,2017,6423,VX Petrol BSIV,₹ 5.79 Lakh,₹ 6.07 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Zero Dep,"56,242 Kms",First Owner,TS08,Aug 2017,5 Seats,Manual,2017.0,Specifications,,1199 CC,88.76bhp,19.5 kmpl,5,110Nm,14,Brown,i-VTEC Petrol Engine,1199,88.76bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,MPFi,,,No,No,3995mm,1695mm,1501mm,2470mm,,,924kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",14,4,420Liters,160 Kmph,15 Seconds,,hyderabad
589,0,Diesel,SUV,"1,24,281",Manual,1,1st Owner,Mahindra,Mahindra XUV500,2018,3814,W10 1.99 mHawk,₹ 12.15 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1997 cc,Diesel,Third Party,"1,24,281 Kms",First Owner,TS13,Jun 2018,7 Seats,Manual,2018.0,Specifications,,1997 CC,140bhp,16 kmpl,7,320Nm,17,Grey,mHawk Diesel Engine,1997,140bhp@3750rpm,320Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,,,Yes,No,4585mm,1890mm,1785mm,2700mm,,,2000,2510kg,6 Speed,FWD,7,Power,5.6 metres,Disc,Disc,"Tubeless,Radial",17,5,720-litres,185 Kmph,10 Seconds,,hyderabad
590,0,Petrol,SUV,"38,000",Manual,1,1st Owner,Hyundai,Hyundai Venue,2019,7677,SX Opt Turbo,₹ 9.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party insurance,"38,000 Kms",First Owner,TS28,Apr 2019,5 Seats,Manual,2019.0,Specifications,,998 CC,118.35bhp,18.27 kmpl,5,171.6Nm,16,White,Kappa 1.0 L Turbo GDi Petrol,998,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,,,Yes,,3995 mm,1770 mm,1605 mm,2500 mm,,,1340,,6-Speed,FWD,5,Electric,,Disc,Drum,Radial,16,5,350,,,190mm,hyderabad
591,0,Diesel,SUV,"84,249",Manual,1,1st Owner,Mahindra,Mahindra Scorpio,2018,7764,S5,₹ 10.21 Lakh,₹ 10.41 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Third Party insurance,"84,249 Kms",First Owner,TS07,Nov 2018,7 Seats,Manual,2018.0,Specifications,,2179 CC,136.78bhp,,7,319Nm,,Red,mHawk Diesel Engine,2179,136.78bhp@3750rpm,319Nm@1800-2800rpm,4.0,4.0,,CRDi,,,Yes,,4456,1820,1995,2680,,,1725,2510,6 Speed,,7,,5.4,Ventilated Disc,Drum,"Radial, Tubeless",,5,,,,,hyderabad
592,0,Diesel,Sedan,"45,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2018,197,320d Sport,₹ 25.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1995 cc,Diesel,Third Party,"45,000 Kms",First Owner,AP05,Aug 2018,5 Seats,Automatic,2018.0,Specifications,,1995 CC,190bhp,22.69 kmpl,5,400Nm,17,White,Diesel Engine,1995,190bhp@4000rpm,400Nm@1750-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4633mm,2031mm,1429mm,2810mm,1544mm,1583mm,1570,,8 Speed,RWD,5,Power,5.5 metres,Disc,Disc,"Tubeless,Radial",17,4,480-litres,230 Kmph,7.2 Seconds,,hyderabad
593,0,Petrol,Sedan,"1,22,117",Manual,2,2nd Owner,Maruti,Maruti Swift Dzire,2013,10244,VXI,₹ 4.21 Lakh,₹ 4.45 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"1,22,117 Kms",Second Owner,AP27,Nov 2013,5 Seats,Manual,2013.0,Specifications,,1197 CC,88.50bhp,22.41 kmpl,5,113Nm,,White,,1197,88.50bhp@6000rpm,113Nm@4400rpm,4.0,4.0,,,,,,,3995mm,1735,1515,2450,,,880-915,1335,5 Speed,,5,Electric,4.8,Disc,Drum,"Tubeless, Radial",,4,378,,,160,hyderabad
594,0,Diesel,SUV,"1,08,632",Manual,1,1st Owner,Ford,Ford Ecosport,2019,6094,1.5 Diesel Titanium Plus BSIV,₹ 8.70 Lakh,₹ 8.87 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Comprehensive,"1,08,632 Kms",First Owner,TS08,Feb 2020,5 Seats,Manual,2019.0,Specifications,,1498 CC,98.96bhp,23 kmpl,5,205Nm,16,Silver,TDCi Diesel Engine,1498,98.96bhp@3750rpm,205Nm@1750-3250rpm,4.0,4.0,SOHC,Direct Injection,73.5 X 88.3 mm,16.0:1,Yes,No,3998mm,1765mm,1647mm,2519mm,,,1304Kg,1690Kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,,,,hyderabad
595,0,Diesel,Sedan,"10,700",Automatic,1,1st Owner,BMW,BMW 5 Series,2017,5358,520d M Sport,₹ 45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1995 cc,Diesel,Third Party insurance,"10,700 Kms",First Owner,TS09,Aug 2017,5 Seats,Automatic,2017.0,Specifications,,1995 CC,190bhp,18.12 kmpl,5,400Nm,17,White,Diesel Engine,1995,190bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4907mm,2102mm,1464mm,2968mm,1600mm,1627mm,"1,570",,8 Speed,RWD,5,Power,5.6 meters,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,4,520-litres,231 kmph,7.7 Seconds,,hyderabad
596,0,Diesel,SUV,"1,16,988",Manual,1,1st Owner,Ford,Ford Ecosport,2017,892,1.5 TDCi Titanium BSIV,₹ 6.77 Lakh,₹ 7.20 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party,"1,16,988 Kms",First Owner,TS08,Jul 2017,5 Seats,Manual,2017.0,Specifications,,1498 CC,98.59bhp,22.77 kmpl,5,205Nm,16,Black,TDCi Diesel Engine,1498,98.59bhp@3750rpm,205Nm@1750-3250rpm,4.0,2.0,SOHC,Direct Injection,73.5 X 88.3 mm,16.0:1,Yes,No,3999mm,1765mm,1708mm,2520mm,1519mm,1524mm,1240,,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,5,346-litres,182 Kmph,13.5 Seconds,,hyderabad
597,0,Petrol,Sedan,"60,000",Automatic,1,1st Owner,Honda,Honda City,2014,1285,i VTEC CVT VX,₹ 7.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Third Party insurance,"60,000 Kms",First Owner,TS09,Aug 2014,5 Seats,Automatic,2014.0,Specifications,,1497 CC,117.3bhp,18 kmpl,5,145Nm,15,urban titanim,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1085kg,,5 Speed CVT,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,195 Kmph,10 Seconds,,hyderabad
598,0,Diesel,Sedan,"1,20,000",Manual,1,1st Owner,Honda,Honda Amaze,2018,1151,VX i DTEC,₹ 6.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"1,20,000 Kms",First Owner,TS28,2018,5 Seats,Manual,2018.0,Specifications,,1498 CC,98.6bhp,25.8 kmpl,5,200Nm,14,Others,i-DTEC Diesel Engine,1498,98.6bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,3990mm,1680mm,1505mm,2405mm,,,1065kg,,5 Speed,FWD,5,Power,4.7 metres,Disc,Drum,"Tubeless,Radial",14,4,400-litres,170 Kmph,17 Seconds,,hyderabad
599,0,Diesel,SUV,"92,000",Manual,1,1st Owner,Hyundai,Hyundai Creta,2016,1442,1.6 CRDi SX,₹ 9.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party insurance,"92,000 Kms",First Owner,TS10,Nov 2016,5 Seats,Manual,2016.0,Specifications,,1582 CC,126.2bhp,19.67 kmpl,5,259.9Nm,16,Red,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1280,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,16,5,400-litres,190 Kmph,10.5 Seconds,,hyderabad
600,0,Diesel,MUV,"80,000",Manual,1,1st Owner,Mahindra,Mahindra Marazzo,2019,6571,M2 BSIV,₹ 11 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Diesel,Third Party insurance,"80,000 Kms",First Owner,TS08,2019,7 Seats,Manual,2019.0,Specifications,,1497 CC,121bhp,17.3 kmpl,7,300Nm,,Others,D15 1.5 Liter Diesel Engine,1497,121bhp@3500rpm,300Nm@1750-2500rpm,4.0,4.0,,CRDi,,,Yes,No,4585 mm,1866 mm,1774 mm,2760 mm,,,1650 kgs,,6 Speed,FWD,7,Power,5.25 meters,Disc,Disc,"Tubless, Radial",,5,190,,,200mm,hyderabad
601,0,Cng,Sedan,"90,000",Manual,2,2nd Owner,Toyota,Toyota Corolla Altis,2009,2165,1.8 G CNG,₹ 2.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1798 cc,CNG,Third Party insurance,"90,000 Kms",Second Owner,AP10,2009,5 Seats,Manual,2009.0,Specifications,,1798 CC,138bhp,14.53 kmpl,5,173Nm,15,Silver,2ZR-FE Gasoline 4Cylinder,1798,138bhp@6400rpm,173Nm@4000rpm,4.0,4.0,DOHC,EFI(Electronic Fuel Injection),,,No,No,4540mm,1760mm,1480mm,2600mm,1530mm,1535mm,1180kg-1270kg,1640kg-1670kg,6 Speed,FWD,5,Power,5.3metres,Ventilated Disc,Solid Disc ,"Tubeless,Radial",15,4,,205km/hr,10.42Seconds,,hyderabad
602,0,Diesel,Hatchback,"1,10,000",Manual,2,2nd Owner,Skoda,Skoda Fabia,2014,3030,1.2L Diesel Elegance,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Diesel,Third Party insurance,"1,10,000 Kms",Second Owner,TS10,2014,5 Seats,Manual,2014.0,Specifications,,1199 CC,75bhp,20.86 kmpl,5,180Nm,15,Others,Turbocharged Diesel Engin,1199,75bhp@4200rpm,180Nm@2000rpm,3.0,4.0,DOHC,Direct Injection,,,Yes,No,4000mm,1642mm,1522mm,2465mm,1380mm,1384mm,1152kg,1644kg,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",15,5,315-litre,158km/hr,15.4 Seconds,,hyderabad
603,0,Petrol,Hatchback,"70,000",Manual,1,1st Owner,Nissan,Nissan Micra,2011,3305,XE,₹ 2.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Third Party insurance,"70,000 Kms",First Owner,AP09,2011,5 Seats,Manual,2011.0,Specifications,,1198 CC,75bhp,18.06 kmpl,5,104Nm,14,Silver,In Line Petrol Engine,1198,75bhp@6000rpm,104Nm@4000rpm,3.0,4.0,DOHC,Electronic Fuel Injection,78 X 83.6 mm,9.8,No,No,3780mm,1665mm,1530mm,2450mm,1470mm,1475mm,930,,5 Speed,FWD,5,Power,4.65metres,Ventilated Disc,Drum,"Tubeless,Radial",14,5,251-litres,158km/hr,15.2 Seconds,,hyderabad
604,0,Diesel,Hatchback,"72,761",Manual,1,1st Owner,Tata,Tata Tiago,2018,2968,1.05 Revotorq XZ,₹ 5.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1047 cc,Diesel,Third Party insurance,"72,761 Kms",First Owner,TS07,Jul 2019,5 Seats,Manual,2018.0,Specifications,,1047 CC,69bhp,27.28 kmpl,5,140Nm,14,Orange,Revotorq Engine,1047,69bhp@4000rpm,140Nm@1800-3000rpm,3.0,4.0,DOHC,CRDi,75 X 79 mm,16:1,Yes,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1080kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,Tubeless,14,5,242-litres,150 kmph,16.29 seconds,,hyderabad
605,0,Petrol,Hatchback,"72,473",Manual,1,1st Owner,Hyundai,Hyundai i10,2013,1568,Magna,₹ 2.99 Lakh,₹ 3.20 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"72,473 Kms",First Owner,AP36,May 2013,5 Seats,Manual,2013.0,Specifications,,1197 CC,78.9bhp,20.36 kmpl,5,111.7Nm,13,Silver,Kappa Petrol Engine,1197,78.9bhp@6000rpm,111.7Nm@4000rpm,4.0,4.0,DOHC ,MPFI,71 x 75.6 mm,10.5:1 ,No,No,3585mm,1595mm,1550mm,2380mm,1400mm,1385mm,930,,5 Speed,FWD,5,Power,,Ventilated Disc,Drum,"Tubeless,Radial",13,4,,,,,hyderabad
606,0,Petrol,SUV,"18,030",Manual,1,1st Owner,Maruti,Maruti Brezza,2022,9183,Zxi BSVI,₹ 12.52 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Third Party,"18,030 Kms",First Owner,TS05,Jun 2022,5 Seats,Manual,2022.0,Specifications,,1462 CC,101.65bhp,19.89 kmpl,5,136.8Nm,16,Maroon,K15C Smart Hybrid,1462,101.65bhp@6000rpm,136.8Nm@4400rpm,4.0,4.0,,,,,,,3995,1790,1685,2500,,,1140,,5-Speed,,5,Electric,,Ventilated Disc,Drum,"Tubeless, Radial",16,5,328,,,,hyderabad
607,0,Diesel,Sedan,"63,000",Manual,1,1st Owner,Honda,Honda Amaze,2018,6420,V Diesel BSIV,₹ 8.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"63,000 Kms",First Owner,TS10,Jun 2018,5 Seats,Manual,2018.0,Specifications,,1498 CC,98.63bhp,27.4 kmpl,5,200Nm,,g brown,i-DTEC Diesel Engine,1498,98.63bhp@3600rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,3995mm,1695mm,1501mm,2470mm,,,1021kg,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,4,420Liters,140 Kmph,17 Seconds,,hyderabad
608,0,Petrol,Hatchback,"40,404",Automatic,1,1st Owner,Honda,Honda Jazz,2016,1336,1.2 S AT i VTEC,₹ 5.50 Lakh,₹ 5.55 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party,"40,404 Kms",First Owner,TS11,Aug 2016,5 Seats,Automatic,2016.0,Specifications,,1199 CC,88.7bhp,19 kmpl,5,110Nm,,Silver,i-VTEC Petrol Engine,1199,88.7bhp@6000rpm,110Nm@4800rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3955mm,1694mm,1544mm,2530mm,,,1062kg,,5 Speed,FWD,5,Power,5.1 meters,Disc,Drum,"Tubeless,Radial",,5,354-litres,172 Kmph,13.7 Seconds,,hyderabad
609,0,Petrol,Sedan,"96,407",Automatic,1,1st Owner,Honda,Honda City,2018,5630,i-VTEC CVT ZX,₹ 9.70 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"96,407 Kms",First Owner,TS08,Oct 2018,5 Seats,Automatic,2018.0,Specifications,,1497 CC,117.6bhp,18 kmpl,5,145Nm,16,Brown,i VTEC Engine,1497,117.6bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1475mm,1465mm,1107kg,1482kg,CVT,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,510,178.55 kmph,11.90 Seconds,,hyderabad
610,0,Petrol,Hatchback,"20,000",Manual,1,1st Owner,Hyundai,Hyundai Grand i10,2017,5607,1.2 Kappa Asta,₹ 5.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"20,000 Kms",First Owner,,2017,5 Seats,Manual,2017.0,Specifications,,1197 CC,81.86bhp,18.9 kmpl,5,113.75nm,14,Others,Kappa VTVT Petrol Engine,1197,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,1060,,5 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,256,165 Kmph,12.9 Seconds,,hyderabad
611,0,Petrol,Sedan,"53,456",Manual,1,1st Owner,Honda,Honda City,2017,1215,i VTEC V,₹ 7.71 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"53,456 Kms",First Owner,TS08,Jan 2018,5 Seats,Manual,2017.0,Specifications,,1497 CC,117.3bhp,17.8 kmpl,5,145Nm,15,Silver,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,73.0 X 89.4 mm,10.3:1,No,No,4440mm,1695mm,1495mm,2600mm,1480mm,1465mm,1049kg,,5 Speed,FWD,5,Power,5.3 metres,Disc,Drum,"Tubeless,Radial",15,4,510-litres,195 Kmph,10 Seconds,,hyderabad
