,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Value Configuration,Fuel Suppy System,BoreX Stroke,Compression Ratio,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Front Tread,Rear Tread,Kerb Weight,Gross Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Top Speed,Acceleration,Ground Clearance Unladen,City
1068,0,Diesel,Sedan,"40,000",Automatic,1,1st Owner,BMW,BMW 3 Series,2018,196,320d,₹ 23 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1995 cc,Diesel,Third Party insurance,"40,000 Kms",First Owner,TS07,2018,5 Seats,Automatic,2018.0,Specifications,,1995 CC,190bhp,22.69 kmpl,5,400Nm,16,Others,TwinPower Turbo 4 Cylinder Engine,1995,190bhp@4000rpm,400Nm@1750-2500rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4824mm,1811 mm,1429 mm,2810 mm,1544 mm,1583 mm,1550,,8 Speed,RWD,5,Power,5.5 metres,Disc,Disc,"Tubeless,Radial",16,4,480-litres,230 Kmph,7.2 Seconds,,hyderabad
1069,0,Diesel,Sedan,"1,29,517",Automatic,2,2nd Owner,Volkswagen,Volkswagen Vento,2015,2042,1.5 TDI Highline AT,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Not Available,"1,29,517 Kms",Second Owner,TS10,Nov 2015,5 Seats,Automatic,2015.0,Specifications,,1498 CC,103.2bhp,21.21 kmpl,5,250Nm,15,Blue,TDI Diesel Engine,1498,103.2bhp@4400rpm,250Nm@1500-2500rpm,4.0,4.0,DOHC,Direct Injection,77 x 80.5 mm,,Yes,No,4384mm,1699mm,1466mm,2552mm,1460mm,1498mm,1233kg,1770kg,7 Speed DSG,FWD,5,Power,5.4 metres,Disc,Drum,"Tubeless,Radial",15,4,454-liters,186 kmph,11.2 Seconds,,hyderabad
1070,0,Petrol,Hatchback,"39,881",Automatic,1,1st Owner,Hyundai,Hyundai Santro,2019,6670,Sportz AMT BSIV,₹ 5.31 Lakh,₹ 5.58 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Comprehensive,"39,881 Kms",First Owner,TS09,Apr 2019,5 Seats,Automatic,2019.0,Specifications,,1086 CC,68bhp,20.3 kmpl,5,99Nm,,Others,1.1 litre Petrol Engine,1086,68bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,DOHC,MPFI,,,No,No,3610 mm,1645 mm,1560 mm,2400 mm,1463 mm,1481 mm,1050,,5 Speed,FWD,5,Power,,Disc,Drum,"Tubeless,Radial",,5,235,,,,hyderabad
1071,0,Petrol,Hatchback,"12,280",Manual,1,1st Owner,Tata,Tata Altroz,2021,8025,XT Turbo,₹ 7.44 Lakh,₹ 7.60 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Comprehensive,"12,280 Kms",First Owner,TS08,Nov 2021,5 Seats,Manual,2021.0,Specifications,,1199 CC,108.48bhp,18.5 kmpl,5,140Nm,,Others,1.2 l i-Turbo,1199,108.48bhp@5500rpm,140Nm@1500-5500rpm,3.0,4.0,,,,,Yes,,3990mm,1755,1523,2501,,,1102,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",,5,345,,,,hyderabad
1072,0,Diesel,Sedan,"70,000",Manual,1,1st Owner,Tata,Tata Manza,2011,2753,Aura (ABS) Quadrajet BS IV,₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"70,000 Kms",First Owner,AP13,2011,5 Seats,Manual,2011.0,Specifications,,1248 CC,88.8bhp,21.12 kmpl,5,200Nm,15,Others,"4 Cylinder, Common Rail, ",1248,88.8bhp@4000rpm,200Nm@1750-3000rpm,4.0,4.0,,CRDI,,,No,No,4413mm,1703mm,1550mm,2520mm,,,1200-1210kg,1650-1660kg,5 Speed,FWD,5,Power,5.1metres,Ventilated Disc,Drum,"Tubeless,Radial",15,4,460-litre,,,,hyderabad
1073,0,Cng,Hatchback,"49,984",Manual,1,1st Owner,Maruti,Maruti Celerio,2020,7871,VXI CNG Optional,₹ 5.76 Lakh,₹ 5.99 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,CNG,Comprehensive,"49,984 Kms",First Owner,TS08,Nov 2020,5 Seats,Manual,2020.0,Specifications,,998 CC,58.33bhp,30.47 km/kg,5,78Nm,,Silver,K10B Engine,998,58.33bhp@6000rpm,78Nm@3500rpm,3.0,4.0,DOHC,Intelligent-Gas Port Injection,73 X 82 mm,11.0:1,No,No,3695mm,1600mm,1560mm,2425mm,1420mm,1410mm,925kg,1350kg,5 Speed,FWD,5,Power,4.7 metres,Ventilated Disc,Drum,"Tubeless, Radial",,5,,,15.05 Seconds,,hyderabad
1074,0,Petrol,SUV,"51,258",Automatic,1,1st Owner,Ford,Ford Ecosport,2017,6088,1.5 Petrol Titanium Plus AT BSIV,₹ 7.60 Lakh,₹ 8.13 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"51,258 Kms",First Owner,TS08,Jun 2017,5 Seats,Automatic,2017.0,Specifications,,1497 CC,121.36bhp,14.8 kmpl,5,150Nm,16,White,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,11.0:1,No,No,3998mm,1765mm,1647mm,2519mm,,,1320Kg,1705Kg,6 Speed,FWD,5,Power,5.3 meters,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,171.43 kmph,12.51 Seconds,,hyderabad
1075,0,Cng,Sedan,"90,000",Manual,2,2nd Owner,Hyundai,Hyundai Xcent Prime,2019,8273,T Plus CNG,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,CNG,Third Party insurance,"90,000 Kms",Second Owner,PB01,2019,5 Seats,Manual,2019.0,Specifications,,1197 CC,65.39bhp,,5,97.96Nm,,White,1.2 Kapa dual VTVT bi-fuel,1197,65.39bhp@5600rpm,97.96Nm@4200rpm,4.0,4.0,DOHC,,,,,,3995,1660,1520,2425,,,1220,,5 Speed,,5,Power,,Disc,Drum,"Radial, Tubeless",,4,,,,,hyderabad
1076,0,Petrol,Hatchback,"95,178",Manual,2,2nd Owner,Honda,Honda Brio,2012,1203,S MT,₹ 2.73 Lakh,₹ 2.92 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Comprehensive,"95,178 Kms",Second Owner,AP11,May 2012,5 Seats,Manual,2012.0,Specifications,,1198 CC,86.8bhp,19.4 kmpl,5,109Nm,,Black,i-VTEC Engine,1198,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,,,No,No,3610mm,1680mm,1500mm,2345mm,1480mm,1465mm,925kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,5,175-litres,,,,hyderabad
1077,0,Petrol,Sedan,"62,000",Manual,1,1st Owner,Volkswagen,Volkswagen Ameo,2016,6385,1.0 MPI Highline Plus,₹ 4.80 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"62,000 Kms",First Owner,TS08,Nov 2016,5 Seats,Manual,2016.0,Specifications,,999 CC,75bhp,19.44 kmpl,5,95Nm,16,Grey,MPI Petrol Engine,999,75bhp@6200rpm,95Nm@3000-4300rpm,3.0,4.0,DOHC,MPFI,74.5 x 76.4 mm,,No,No,3995mm,1682mm,1483mm,2470mm,1460mm,1456mm,1050Kg,,5 Speed,FWD,5,Power,5.4 meters,Disc,Drum,"Tubeless,Radial",16,4,330-litres,,,,hyderabad
1078,0,Diesel,SUV,"1,19,781",Manual,1,1st Owner,Hyundai,Hyundai Creta,2016,1445,1.6 CRDi SX Option,₹ 9.22 Lakh,₹ 9.59 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party insurance,"1,19,781 Kms",First Owner,TS13,Jul 2016,5 Seats,Manual,2016.0,Specifications,,1582 CC,126.2bhp,19.67 kmpl,5,259.9Nm,17,White,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1300,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,17,5,400-litres,190 Kmph,10.5 Seconds,,hyderabad
1079,0,Petrol,Hatchback,"31,750",Manual,2,2nd Owner,Tata,Tata Altroz,2021,8025,XT Turbo,₹ 7.46 Lakh,₹ 7.94 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Zero Dep,"31,750 Kms",Second Owner,TS09,Jun 2021,5 Seats,Manual,2021.0,Specifications,,1199 CC,108.48bhp,18.5 kmpl,5,140Nm,,Others,1.2 l i-Turbo,1199,108.48bhp@5500rpm,140Nm@1500-5500rpm,3.0,4.0,,,,,Yes,,3990mm,1755,1523,2501,,,1102,,5-Speed,,5,Electric,5.0,Disc,Drum,"Tubeless,Radial",,5,345,,,,hyderabad
1080,0,Diesel,MUV,"78,000",Automatic,1,1st Owner,Toyota,Toyota Innova Crysta,2019,2403,2.8 ZX AT BSIV,₹ 24 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2755 cc,Diesel,Comprehensive,"78,000 Kms",First Owner,TS08,Aug 2019,7 Seats,Automatic,2019.0,Specifications,,2755 CC,171.5bhp,11.36 kmpl,7,360Nm,17,Grey,1-GD FTV Engine,2755,171.5bhp@3400rpm,360Nm@1200-3400rpm,4.0,4.0,DOHC,Direct Injection,3.62 X 4.08 mm,,Yes,No,4735mm,1830mm,1795mm,2750mm,1530mm,1530mm,1880kg,2450kg,6 Speed,RWD,7,Power,5.4 meters,Disc,Drum,"Tubeless,Radial",17,5,,,,178mm,hyderabad
1081,0,Diesel,Sedan,"1,10,000",Manual,1,1st Owner,Hyundai,Hyundai Verna,2013,1817,1.6 SX,₹ 4.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party insurance,"1,10,000 Kms",First Owner,AP16,Jul 2013,5 Seats,Manual,2013.0,Specifications,,1582 CC,126.32bhp,22.32 kmpl,5,259.8Nm,16,White,Diesel Engine,1582,126.32bhp@4000rpm,259.8Nm@1900-2750rpm,4.0,4.0,DOHC,CRDI,77.2mm X 84.5mm,17.3:1,Yes,No,4370mm,1700mm,1475mm,2570mm,,,1260,,6 Speed ,FWD,5,Power,5.2 metres,Disc,Disc,"Tubeless,Radial",16,4,465-litre,190km/hr,10.62 Seconds,,hyderabad
1082,0,Petrol,Hatchback,"73,400",Automatic,1,1st Owner,Hyundai,Hyundai Grand i10,2014,1544,AT Asta,₹ 4.60 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"73,400 Kms",First Owner,TS10,Jul 2014,5 Seats,Automatic,2014.0,Specifications,,1197 CC,82bhp,18.9 kmpl,5,114Nm,14,White,Kappa VTVT Petrol Engine,1197,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,,,No,No,3765mm,1660mm,1520mm,2425mm,1479mm,1493mm,935kg,,4 Speed,FWD,5,Power,4.8 metres,Disc,Drum,Tubeless,14,5,256-liters,163 Kmph,14.9 Seconds,,hyderabad
1083,0,Petrol,Hatchback,"40,000",Automatic,3,3rd Owner,Tata,Tata Tiago,2018,5653,1.2 Revotron XZA,₹ 4.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,Petrol,Third Party insurance,"40,000 Kms",Third Owner,,2018,5 Seats,Automatic,2018.0,Specifications,,1199 CC,83.83bhp,23.84 kmpl,5,114Nm,14,Others,Revotron Engine,1199,83.83bhp@6000rpm,114Nm@3500rpm,3.0,4.0,DOHC,MPFi,77 X 85.8 mm,10.8:1,No,No,3746mm,1647mm,1535mm,2400mm,1400mm,1420mm,1012kg,,5 Speed,FWD,5,Power,4.9 meters,Disc,Drum,Tubeless,14,5,242-litres,150 kmph,,,hyderabad
1084,0,Diesel,SUV,"49,500",Automatic,1,1st Owner,Mahindra,Mahindra XUV500,2020,7985,W7 AT,₹ 15.89 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2179 cc,Diesel,Third Party insurance,"49,500 Kms",First Owner,TS08,Nov 2020,7 Seats,Automatic,2020.0,Specifications,,2179 CC,152.87bhp,15.1 kmpl,7,360Nm,,White,mHawk155 Diesel Engine,2179,152.87bhp@3750rpm,360Nm@1750-2800rpm,4.0,4.0,DOHC,Direct Injection,,16.5:1,Yes,No,4585mm,1890mm,1785mm,2700mm,1600mm,1600mm,1655,2510kg,6 Speed,FWD,7,Power,5.6 metres,Ventilated Disc,Disc,Tubeless Tyres,,5,,,,,hyderabad
1085,0,Petrol,Sedan,"14,991",Manual,1,1st Owner,Hyundai,Hyundai Verna,2022,7731,SX Opt,₹ 9.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Not Available,"14,991 Kms",First Owner,TS11,Jan 2023,5 Seats,Manual,2022.0,Specifications,,1497 CC,113.18bhp,17.7 kmpl,5,143.8Nm,16,Phantom Black,1.5 l MPi petrol,1497,113.18bhp@6300rpm,143.8Nm@4500rpm,4.0,4.0,DOHC with VIS,MPi,,,,,4440mm,1729mm,1475mm,2600mm,,,1200,,6 Speed,,5,Electric,,Disc,Drum,"Tubeless, Radial",16,4,,,,,hyderabad
1086,0,Petrol,MUV,"32,363",Manual,1,1st Owner,Maruti,Maruti Ertiga,2022,7045,VXI,₹ 7.02 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Not Available,"32,363 Kms",First Owner,TS11,Sept 2022,7 Seats,Manual,2022.0,Specifications,,1462 CC,103.26bhp,19.01 kmpl,7,138Nm,,Metallic Magma Grey,K15 Smart Hybrid,1462,103.26bhp@6000rpm,138Nm@4400rpm,4.0,4.0,DOHC,MPFI,74 X 85 mm,10.5:1,No,No,4395 mm,1735 mm,1690 mm,2740 mm,1510 mm,1520 mm,1135-1170,1730 Kg,5 Speed,FWD,7,Power,5.2 metres,Ventilated Disc,Drum,"Tubeless,Radial",,5,209 litres,,,,hyderabad
1087,0,Diesel,Sedan,"60,000",Manual,2,2nd Owner,Hyundai,Hyundai Verna,2013,1817,1.6 SX,₹ 4.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party insurance,"60,000 Kms",Second Owner,AP29,2013,5 Seats,Manual,2013.0,Specifications,,1582 CC,126.32bhp,22.32 kmpl,5,259.8Nm,16,Others,Diesel Engine,1582,126.32bhp@4000rpm,259.8Nm@1900-2750rpm,4.0,4.0,DOHC,CRDI,77.2mm X 84.5mm,17.3:1,Yes,No,4370mm,1700mm,1475mm,2570mm,,,1260,,6 Speed ,FWD,5,Power,5.2 metres,Disc,Disc,"Tubeless,Radial",16,4,465-litre,190km/hr,10.62 Seconds,,hyderabad
1088,0,Petrol,Hatchback,"99,750",Manual,2,2nd Owner,Hyundai,Hyundai Santro,2002,1699,GS,"₹ 50,000 ",,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Not Available,"99,750 Kms",Second Owner,AP09,Jun 2002,5 Seats,Manual,2002.0,Specifications,,999 CC,,,5,,13,Silver,,999,,,4.0,4.0,,,,,,,,,,,,,,,,,5,Power,,,,"Tubeless,Radial",13,5,,,,,hyderabad
1089,0,Petrol,Sedan,"15,504",Manual,1,1st Owner,Skoda,Skoda Rapid,2021,7838,1.0 TSI Style,₹ 10.08 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party insurance,"15,504 Kms",First Owner,TS09,Oct 2021,5 Seats,Manual,2021.0,Specifications,,999 CC,108.62bhp,18.97 kmpl,5,175nm,R16,Silver,1.0L TSI Petrol,999,108.62bhp@5000-5500rpm,175nm@1750-4000rpm,3.0,4.0,DOHC,Direct Injection,,,Yes,No,4413mm,1699mm,1466mm,2552mm,,,1112-1138kg,1670,6 Speed,FWD,5,Power,5.3,Disc,Drum,"Tubeless,Radial",R16,4,460,,,116mm,hyderabad
1090,0,Petrol,SUV,"20,858",Manual,1,1st Owner,Ford,Ford Ecosport,2018,6087,1.5 Petrol Titanium BSIV,₹ 8.13 Lakh,₹ 8.29 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Third Party,"20,858 Kms",First Owner,TS08,Apr 2018,5 Seats,Manual,2018.0,Specifications,,1497 CC,121.31bhp,17 kmpl,5,150Nm,16,White,Ti-VCT Petrol Engine,1497,121.31bhp@6500rpm,150Nm@4500rpm,3.0,4.0,DOHC,Direct Injection,79 X 76.5 mm,11.0:1,No,No,3998mm,1765mm,1647mm,2519mm,,,1242Kg,1660Kg,5 Speed,FWD,5,Power,5.3 metres,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,,,,hyderabad
1091,0,Petrol,SUV,"30,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2019,5935,1.4 Limited Option,₹ 14.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1368 cc,Petrol,Third Party insurance,"30,000 Kms",First Owner,TS11,2019,5 Seats,Automatic,2019.0,Specifications,,1368 CC,160bhp,16 kmpl,5,250Nm,17,Others,1.4-Litre 4-Cyl Multiair Engine,1368,160bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,7 Speed,4X2,5,Power,,Disc,Discs,"Radial, Tubless",17,5,408-litres,186.69 kmph,9.99 Seconds,,hyderabad
1092,0,Diesel,SUV,"90,305",Manual,2,2nd Owner,Mahindra,Mahindra Thar,2018,3744,CRDe,₹ 7.44 Lakh,₹ 7.88 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2498 cc,Diesel,Third Party insurance,"90,305 Kms",Second Owner,TS29,Aug 2018,6 Seats,Manual,2018.0,Specifications,,2498 CC,105bhp,16.55 kmpl,6,247Nm,,Green,NEF TCI-CRDe Engine,2498,105bhp@3800rpm,247Nm@1800-2000rpm,4.0,4.0,DOHC,Common Rail,94 X 90 mm,,Yes,No,3920mm,1726mm,1930mm,2430mm,1445mm,1346mm,1715,,5 Speed,4WD,6,Power,5.75 metres,Disc,Drum,Tubeless,,3,384,154 Kmph,15.8 Seconds,,hyderabad
1093,0,Diesel,SUV,"99,128",Manual,1,1st Owner,Hyundai,Hyundai Creta,2017,1442,1.6 CRDi SX,₹ 9.89 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1582 cc,Diesel,Third Party,"99,128 Kms",First Owner,TS07,Oct 2017,5 Seats,Manual,2017.0,Specifications,,1582 CC,126.2bhp,19.67 kmpl,5,259.9Nm,16,Red,U2 CRDI VGT Engine,1582,126.2bhp@4000rpm,259.9Nm@1900-2750rpm,4.0,4.0,DOHC,CRDi,,,Yes,No,4270mm,1780mm,1630mm,2590mm,,,1280,,6 Speed,FWD,5,Power,5.3 metres,Disc,Drum,Tubeless,16,5,400-litres,190 Kmph,10.5 Seconds,,hyderabad
1094,0,Petrol,SUV,"30,000",Automatic,1,1st Owner,Jeep,Jeep Compass,2019,6747,1.4 Limited Option Black,₹ 14.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1368 cc,Petrol,Third Party insurance,"30,000 Kms",First Owner,TS11,2019,5 Seats,Automatic,2019.0,Specifications,,1368 CC,160bhp,16 kmpl,5,250Nm,17,Others,1.4-Litre 4-Cyl Multiair Engine,1368,160bhp@3750rpm,250Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1562 kgs,,7 Speed,4X2,5,Power,,Disc,Discs,"Radial, Tubless",17,5,408-litres,186.69 kmph,9.99 Seconds,,hyderabad
1095,0,Petrol,Sedan,"52,597",Manual,2,2nd Owner,Honda,Honda Amaze,2014,1168,S i-Vtech,₹ 4.08 Lakh,₹ 4.13 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Comprehensive,"52,597 Kms",Second Owner,TS09,Jul 2014,5 Seats,Manual,2014.0,Specifications,,1198 CC,86.7bhp,18 kmpl,5,109Nm,,Others,i-VTEC Petrol Engine,1198,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,,,,No,No,3990mm,1680mm,1505mm,2405mm,,,950kg,,5 Speed,FWD,5,Power,4.5 metres,Disc,Drum,"Tubeless,Radial",,4,400-litres,160 Kmph,15 Seconds,,hyderabad
1096,0,Diesel,Hatchback,"1,12,921",Manual,3,3rd Owner,Maruti,Maruti Swift,2015,4164,VDI BSIV,₹ 4 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Not Available,"1,12,921 Kms",Third Owner,TS06,Jul 2015,5 Seats,Manual,2015.0,Specifications,,1248 CC,74bhp,25.2 kmpl,5,190Nm,,White,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3840mm,1735mm,1530mm,2450mm,,,960Kg,1405kg,5 Speed,FWD,5,Power,4.8 metres,Ventilated Disc,Drum,Tubeless Tyres,,5,204-liters,155 Kmph,14.8 Seconds,,hyderabad
1097,0,Diesel,Sedan,"73,626",Manual,1,1st Owner,Maruti,Maruti Swift Dzire,2014,4242,VDI,₹ 4.92 Lakh,₹ 5.16 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"73,626 Kms",First Owner,TS09,Nov 2014,5 Seats,Manual,2014.0,Specifications,,1248 CC,74bhp,23.4 kmpl,5,190Nm,14,Black,DDiS Diesel Engine,1248,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,,CRDI,69.6 X 82 mm,17.6:1,Yes,No,3995mm,1695mm,1555mm,2430mm,1485mm,1495mm,1060kg,1505kg,5 Speed,FWD,5,Power,4.8metres,Ventilated Disc,Drum,"Tubeless,Radial",14,4,320 liters,,,,hyderabad
1098,0,Petrol,Hatchback,"42,964",Automatic,1,1st Owner,Renault,Renault KWID,2018,5657,Climber 1.0 AMT,₹ 4.46 Lakh,₹ 4.55 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Third Party,"42,964 Kms",First Owner,TS30,May 2018,5 Seats,Automatic,2018.0,Specifications,,999 CC,67bhp,24.04 kmpl,5,91Nm,,Others,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,DOHC,MPFi,,,No,No,3679mm,1579mm,1478mm,2422mm,,,750,,5 Speed,FWD,5,Power,4.9 metres,Disc,Drum,"Tubeless,Radial",,5,300,133.9 kmph,17.30 Seconds,,hyderabad
1099,0,Diesel,Sedan,"1,00,000",Manual,2,2nd Owner,Maruti,Maruti Ciaz,2016,4020,ZDi Plus SHVS,₹ 5 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"1,00,000 Kms",Second Owner,DL4C,2016,5 Seats,Manual,2016.0,Specifications,,1248 CC,88.5bhp,28.09 kmpl,5,200Nm,16,Silver,DDIS Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,69.6 X 82mm,10.1:1,Yes,No,4490mm,1730mm,1485mm,2650mm,1495mm,1505mm,1135kg,1595kg,5 Speed,FWD,5,Power,5.4 metres,Ventilated Disc,Drum,"Tubeless, Radial",16,4,510-litres,190 kmph,15 Seconds,,hyderabad
1100,0,Diesel,SUV,"89,906",Manual,1,1st Owner,Jeep,Jeep Compass,2017,5932,2.0 Longitude Option BSIV,₹ 11.03 Lakh,₹ 11.26 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1956 cc,Diesel,Comprehensive,"89,906 Kms",First Owner,TS08,Nov 2017,5 Seats,Manual,2017.0,Specifications,,1956 CC,170bhp,17.1 kmpl,5,350Nm,17,Others,2.0-Litre 4-Cyl Multijet II Engine,1956,170bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,DOHC,CRDI,,,Yes,No,4395mm,1818mm,1640mm,2636mm,,,1551 kgs,,6 Speed,4X2,5,power,,Disc,Discs,"Radial, Tubless",17,5,408-litres,,,,hyderabad
