,it,ft,bt,km,transmission,ownerNo,owner,oem,model,modelYear,centralVariantId,variantName,price,priceActual,priceSaving,priceFixedText,trendingText.imgUrl,trendingText.heading,trendingText.desc,heading,bottomData,Engine Displacement,Fuel Type,Insurance Validity,Kms Driven,Ownership,RTO,Registration Year,Seats,Transmission,Year of Manufacture,heading,commonIcon,Engine,Max Power,Mileage,Seats,Torque,Wheel Size,Color,Engine Type,Displacement,Max Power,Max Torque,No of Cylinder,Values per Cylinder,Fuel Suppy System,Turbo Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Seating Capacity,Steering Type,Front Brake Type,Rear Brake Type,Tyre Type,Alloy Wheel Size,No Door Numbers,Cargo Volumn,Value Configuration,Super Charger,Turning Radius,Top Speed,Acceleration,Gross Weight,Front Tread,Rear Tread,BoreX Stroke,Compression Ratio,Ground Clearance Unladen,City
1034,0,Petrol,Hatchback,"99,547",Manual,1,1st Owner,Maruti,Maruti Baleno,2016,3962,1.2 Delta,₹ 4.46 Lakh,₹ 5.01 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Zero Dep,"99,547 Kms",First Owner,DL9C,Dec 2016,5 Seats,Manual,2016,Specifications,,1197 CC,83.1bhp,21.4 kmpl,5,115Nm,,Others,VVT Petrol Engine,1197,83.1bhp@6000rpm,115Nm@4000rpm,4.0,4.0,MPFI,No,3995mm,1745mm,1510mm,2520mm,870kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,339-litres,DOHC,No,4.9 meters,180 Kmph,12.36 seconds,1340kg,1515mm,1525mm,,,,delhi
1035,0,Petrol,Hatchback,"30,000",Automatic,1,1st Owner,Renault,Renault KWID,2018,5657,Climber 1.0 AMT,₹ 3.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,999 cc,Petrol,Comprehensive,"30,000 Kms",First Owner,DL1C,Aug 2018,5 Seats,Automatic,2018,Specifications,,999 CC,67bhp,24.04 kmpl,5,91Nm,,Brown,Petrol Engine,999,67bhp@5500rpm,91Nm@4250rpm,3.0,4.0,MPFi,No,3679mm,1579mm,1478mm,2422mm,750,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,300,DOHC,No,4.9 metres,133.9 kmph,17.30 Seconds,,,,,,,delhi
1036,0,Petrol,Hatchback,"69,455",Manual,1,1st Owner,Maruti,Maruti Celerio,2017,10356,VXI,₹ 3.54 Lakh,₹ 4.04 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Zero Dep,"69,455 Kms",First Owner,HR16,Mar 2017,5 Seats,Manual,2017,Specifications,,998 CC,65.71bhp,25.24 kmpl,5,89Nm,,Others,K10C,998,65.71bhp@5500rpm,89Nm@3500rpm,3.0,4.0,,,3695mm,1655,1555,2435,810,5-Speed,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",,5,313,,,,,,1260,1430,1440,,,,delhi
1037,0,Petrol,SUV,"14,000",Automatic,1,1st Owner,Volkswagen,Volkswagen Taigun,2022,10264,1.5 GT Plus Edge Matte DSG,₹ 16.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Petrol,Comprehensive,"14,000 Kms",First Owner,HP05,Dec 2022,5 Seats,Automatic,2022,Specifications,,1498 CC,147.51bhp,17.88 kmpl,5,250Nm,17,White,1.5L TSI EVO with ACT,1498,147.51bhp@5000-6000rpm,250Nm@1600-3500rpm,4.0,4.0,TSI,Yes,4221mm,1760mm,1612mm,2651,1312,7-Speed DSG,,5,Electric,Disc,Drum,"Tubeless,Radial",17,5,385,,,5.05,150.49,,1700,1531,1516,,,,delhi
1038,0,Petrol,SUV,"40,738",Automatic,1,1st Owner,Ford,Ford Ecosport,2019,6088,1.5 Petrol Titanium Plus AT BSIV,₹ 8.78 Lakh,₹ 8.96 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Zero Dep,"40,738 Kms",First Owner,DL10,May 2019,5 Seats,Automatic,2019,Specifications,,1497 CC,121.36bhp,14.8 kmpl,5,150Nm,16,White,Ti-VCT Petrol Engine,1497,121.36bhp@6500rpm,150Nm@4500rpm,3.0,4.0,Direct Injection,No,3998mm,1765mm,1647mm,2519mm,1320Kg,6 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,DOHC,No,5.3 meters,171.43 kmph,12.51 Seconds,1705Kg,,,79 X 76.5 mm,11.0:1,,delhi
1039,0,Petrol,Sedan,"76,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz C-Class,2015,4696,200 Kompressor,₹ 19.10 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1796 cc,Petrol,Comprehensive,"76,000 Kms",First Owner,DL8C,Jan 2015,5 Seats,Automatic,2015,Specifications,,1796 CC,178 ,11.7 kmpl,5,24.5 ,16,Silver,In-Line Engine,1796,"178 @ 5,600 (PS@rpm)","24.5 @ 3,500-4,500 (kgm@rpm)",4.0,,,,4596mm,1770mm,1447mm,2760mm,1505kg,6 Speed,RWD,5,Power,Ventilated Disc,Solid Disc,"Tubeless,Radial",16,4,475 litres,,,5.42 m,230 kmph,8.8 seconds,1990kg,1541mm,1544mm,,,,delhi
1040,0,Petrol,Hatchback,"30,000",Manual,1,1st Owner,Maruti,Maruti Swift,2020,7083,LXI,₹ 5.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Third Party insurance,"30,000 Kms",First Owner,DL9C,2020,5 Seats,Manual,2020,Specifications,,1197 CC,81.80bhp,21.21 kmpl,5,113Nm,,Others,VTVT Engine,1197,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,MPFi,No,3840mm,1735mm,1530mm,2450mm,855-885,5,FWD,5,Electric,Disc,Drum,Tubeless,,5,268,DOHC,No,4.8 Meters,,12.71s,1315kg,1530mm,1530mm,73 x 72 mm,,,delhi
1041,0,Diesel,SUV,"50,000",Manual,1,1st Owner,Ford,Ford Ecosport,2020,6094,1.5 Diesel Titanium Plus BSIV,₹ 8.30 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Third Party insurance,"50,000 Kms",First Owner,,2020,5 Seats,Manual,2020,Specifications,,1498 CC,98.96bhp,23 kmpl,5,205Nm,16,Others,TDCi Diesel Engine,1498,98.96bhp@3750rpm,205Nm@1750-3250rpm,4.0,4.0,Direct Injection,Yes,3998mm,1765mm,1647mm,2519mm,1304Kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,SOHC,No,5.3 metres,,,1690Kg,,,73.5 X 88.3 mm,16.0:1,,delhi
1042,0,Petrol,Sedan,"90,000",Manual,2,2nd Owner,Nissan,Nissan Sunny,2012,3349,XL,₹ 2 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Petrol,Third Party insurance,"90,000 Kms",Second Owner,,2012,5 Seats,Manual,2012,Specifications,,1498 CC,97.7bhp,16.95 kmpl,5,134Nm,14,Others,HR15 Petrol Engine,1498,97.7bhp@6000rpm,134Nm@4000rpm,4.0,4.0,EFIC,No,4425mm,1695mm,1505mm,2600mm,1022kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",14,4,490-litres,DOHC,No,5.3metres,,,,1480mm,1485mm,78.0 X 78.4mm,10.1:1,,delhi
1043,0,Petrol,Sedan,"10,700",Automatic,1,1st Owner,Honda,Honda City,2022,7899,V CVT,₹ 13.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Petrol,Third Party insurance,"10,700 Kms",First Owner,,2022,5 Seats,Automatic,2022,Specifications,,1498 CC,119.35bhp,18.3 kmpl,5,145Nm,15,Brown,Water Cooled Inline i-VTEC DOHC with VTC,1498,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,,,4549mm,1748mm,1489mm,2600mm,1107-1153kg,CVT,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",15,4,506,DOHC,,5.3,,,1482-1528kg,1496mm,1484mm,,,,delhi
1044,0,Petrol,Sedan,"10,000",Automatic,1,1st Owner,Honda,Honda City,2022,7899,V CVT,₹ 13.45 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Petrol,Third Party insurance,"10,000 Kms",First Owner,,2022,5 Seats,Automatic,2022,Specifications,,1498 CC,119.35bhp,18.3 kmpl,5,145Nm,15,Others,Water Cooled Inline i-VTEC DOHC with VTC,1498,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,,,4549mm,1748mm,1489mm,2600mm,1107-1153kg,CVT,,5,Electric,Ventilated Disc,Drum,"Tubeless, Radial",15,4,506,DOHC,,5.3,,,1482-1528kg,1496mm,1484mm,,,,delhi
1045,0,Petrol,Hatchback,"80,000",Manual,2,2nd Owner,Maruti,Maruti Wagon R,2017,4309,LXI BS IV,₹ 3.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,998 cc,Petrol,Third Party insurance,"80,000 Kms",Second Owner,HR29,2017,5 Seats,Manual,2017,Specifications,,998 CC,67.04bhp,20.51 kmpl,5,90Nm,,White,K10B Petrol Engine,998,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,,No,3599mm,1495mm,1700mm,2400mm,870kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless Tyres,,5,180-liters,DOHC,No,4.6 metres,152 kmph,18.6 Seconds,1350kg,1295mm,1290mm,69 x 72 mm,,,delhi
1046,0,Diesel,SUV,"36,000",Automatic,1,1st Owner,Audi,Audi Q7,2018,134,45 TDI Quattro Technology,₹ 54.95 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2967 cc,Diesel,Comprehensive,"36,000 Kms",First Owner,DL02,Mar 2018,7 Seats,Automatic,2018,Specifications,,2967 CC,245bhp,14.75 kmpl,7,600Nm,19,Black,V-Type Diesel Engine,2967,245bhp@2910-4500rpm,600Nm@1500-3000rpm,4.0,4.0,CRDi,Yes,5052 mm,2212 mm,1740 mm,2994 mm,2330 kg,8 Speed,AWD,7,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",19,5,890 litres,DOHC,No,6.2 metres,234 Kmph,7.1 Seconds,2925 kg,1679 mm,1691 mm,84.5 x 89.0,,,delhi
1047,0,Diesel,SUV,"70,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2018,916,3.2 Titanium AT 4X4,₹ 23 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,3198 cc,Diesel,Third Party insurance,"70,000 Kms",First Owner,,2018,7 Seats,Automatic,2018,Specifications,,3198 CC,197bhp,10.91 kmpl,7,470Nm,18,Others,Diesel Engine,3198,197bhp@3000rpm,470Nm@1750-2500rpm,4.0,4.0,TDCi,Yes,4892mm,1860mm,1837mm,2850mm,1879kg,6 Speed,4WD,7,Power,Disc,Disc,"Tubeless,Radial",18,5,,DOHC,No,,160.2 kmph,10.86 Seconds,,1475mm,1470mm,,,,delhi
1048,0,Diesel,SUV,"60,000",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2015,2252,4x2 AT,₹ 16 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2982 cc,Diesel,Comprehensive,"60,000 Kms",First Owner,DL03,Oct 2015,7 Seats,Automatic,2015,Specifications,,2982 CC,168.5bhp,12.55 kmpl,7,360Nm,17,Silver,D-4D Diesel Engine,2982,168.5bhp@3600rpm,360Nm@1400-3200rpm,4.0,4.0,CRDi,Yes,4705mm,1840mm,1850mm,2750mm,1880kg,5 Speed ,FWD,7,Power,Ventilated Disc,Drum,"Tubeless,Radial",17,5,296-litres,DOHC,No,5.6 metres,176 Kmph,9.6 Seconds,2510kg,1540mm,1540mm,,,,delhi
1049,0,Petrol,Sedan,"34,000",Automatic,1,1st Owner,Mercedes-Benz,Mercedes-Benz CLA,2018,5518,200 CGI Sport,₹ 28.90 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1991 cc,Petrol,Comprehensive,"34,000 Kms",First Owner,HR26,Aug 2018,5 Seats,Automatic,2018,Specifications,,1991 CC,183bhp,15.04 kmpl,5,300Nm,17,Silver,In Line Petrol Engine,1991,183bhp@5500rpm,300Nm@1200-4000rpm,4.0,4.0,Direct Injection,Yes,4630mm,1777 mm,1432mm,2699mm,1510kg,7 Speed,FWD,5,Power,Disc,Disc,"Tubeless,Radial",17,4,470-litres,DOHC,No,5.5 metres,235 Kmph,7.8 Seconds,1955kg,1549mm,1547mm,,,,delhi
1050,0,Petrol,Sedan,"48,430",Manual,1,1st Owner,Honda,Honda City,2016,1216,i VTEC VX,₹ 7.46 Lakh,₹ 7.92 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Zero Dep,"48,430 Kms",First Owner,DL1C,Jul 2016,5 Seats,Manual,2016,Specifications,,1497 CC,117.3bhp,17.8 kmpl,5,145Nm,15,White,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1065kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,,delhi
1051,0,Diesel,SUV,"93,671",Manual,1,1st Owner,Ford,Ford Ecosport,2018,6093,1.5 Diesel Titanium BSIV,₹ 6.39 Lakh,₹ 6.96 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1498 cc,Diesel,Zero Dep,"93,671 Kms",First Owner,HR72,May 2018,5 Seats,Manual,2018,Specifications,,1498 CC,98.96bhp,23 kmpl,5,205Nm,16,Silver,TDCi Diesel Engine,1498,98.96bhp@3750rpm,205Nm@1750-3250rpm,4.0,4.0,Direct Injection,Yes,3998mm,1765mm,1647mm,2519mm,1300Kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,4,352-litres,SOHC,No,5.3 metres,,,1690Kg,,,73.5 X 88.3 mm,16.0:1,,delhi
1052,0,Diesel,SUV,"1,00,000",Automatic,2,2nd Owner,Toyota,Toyota Fortuner,2015,2255,4x2 AT TRD Sportivo,₹ 14.49 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2982 cc,Diesel,Third Party insurance,"1,00,000 Kms",Second Owner,HR26,Mar 2015,7 Seats,Automatic,2015,Specifications,,2982 CC,168.7bhp,12.55 kmpl,7,360Nm,17,White,D-4D Diesel Engine,2982,168.7bhp@3600rpm,360Nm@1400-3200rpm,4.0,4.0,Common-Rail Type,Yes,4705mm,1840mm,1850mm,2750mm,1890kg,5-Speed ,FWD,7,Power,Ventilated Disc,Leading-Trailing Drum,"Tubeless,Radial",17,5,296-litres,DOHC,No,5.6 metres,,,2505kg,1540mm,1540mm,,,,delhi
1053,0,Petrol,Sedan,"1,08,665",Automatic,2,2nd Owner,Maruti,Maruti Ciaz,2018,6554,Zeta Automatic BSIV,₹ 7.36 Lakh,₹ 7.80 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Third Party,"1,08,665 Kms",Second Owner,HR26,Jun 2018,5 Seats,Automatic,2018,Specifications,,1462 CC,103.25bhp,20.28 kmpl,5,138Nm,15,Black,k15B VVT Engine,1462,103.25bhp@6000rpm,138Nm@4400rpm,4.0,4.0,MPFI,No,4490 mm,1730 mm,1485 mm,2650 mm,1065,4 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless, Radial",15,4,510-litres,DOHC,No,5.4 metres,,,1530,,,74 x 85 mm,,,delhi
1054,0,Cng,Hatchback,"17,447",Manual,1,1st Owner,Tata,Tata Tiago,2022,8725,XZ Plus CNG BSVI,₹ 7.49 Lakh,₹ 7.56 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1199 cc,CNG,Comprehensive,"17,447 Kms",First Owner,HR29,May 2022,5 Seats,Manual,2022,Specifications,,1199 CC,72bhp,26.49 km/kg,5,95Nm,,Silver,1.2 L i-CNG,1199,72bhp@6000rpm,95Nm@3500rpm,3.0,4.0,,,3765mm,1677,1535,2400,1030,5-Speed,,5,Electric,Disc,Drum,"Tubeless, Radial",,5,,,,,,,,,,,,,delhi
1055,0,Diesel,SUV,"19,000",Manual,1,1st Owner,Mahindra,Mahindra XUV700,2022,8639,AX7 Diesel Luxury Pack BSVI,₹ 27.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2198 cc,Diesel,Zero Dep,"19,000 Kms",First Owner,DL09,May 2022,7 Seats,Manual,2022,Specifications,,2198 CC,182.38bhp,,7,420Nm,18,White,2.2 L Turbo Diesel,2198,182.38bhp@3500rpm,420Nm@1600-2800rpm,4.0,4.0,CRDi,Yes,4695mm,1890mm,1755mm,2750mm,1860,6-Speed,FWD,7,Power,Ventilated Disc,Solid Disc,"Tubeless, Radial",18,5,,,,,,,,,,,,,delhi
1056,0,Diesel,SUV,"1,00,579",Manual,2,2nd Owner,Renault,Renault Duster,2019,7021,RXZ 110PS BSIV,₹ 6.93 Lakh,₹ 7.32 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1461 cc,Diesel,Zero Dep,"1,00,579 Kms",Second Owner,DL7C,May 2019,5 Seats,Manual,2019,Specifications,,1461 CC,108.5bhp,19.87 kmpl,5,245Nm,16,Silver,,1461,108.5bhp@4000rpm,245Nm@1750rpm,4.0,4.0,Common Rail Direct Injection (dCi),No,4360,1822,1695,2673,1375,6-Speed,FWD,5,Power,Disc,Drum,Radial,16,5,475,DOHC,No,5.2m,,,,1560,1567,,,205,delhi
1057,0,Petrol,Hatchback,"80,000",Automatic,1,1st Owner,Nissan,Nissan Micra,2013,3288,AT,₹ 2.75 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1198 cc,Petrol,Third Party insurance,"80,000 Kms",First Owner,,2013,5 Seats,Automatic,2013,Specifications,,1198 CC,76bhp,19.34 kmpl,5,104Nm,15,Others,In Line Petrol Engine,1198,76bhp@6000rpm,104Nm@4400rpm,3.0,4.0,,No,3825mm,1665mm,1530mm,2450mm,990,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",15,5,251-litres,DOHC,No,4.65 metres,158 Kmph,14.2 Seconds,,,,78 x 83.6 mm,9.8:1,,delhi
1058,0,Petrol,Hatchback,"65,039",Manual,1,1st Owner,Hyundai,Hyundai Santro,2019,6668,Asta BSIV,₹ 4.75 Lakh,₹ 5.13 Lakh,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Zero Dep,"65,039 Kms",First Owner,HR26,Jul 2019,5 Seats,Manual,2019,Specifications,,1086 CC,68bhp,20.3 kmpl,5,99Nm,,White,1.1 litre Petrol Engine,1086,68bhp@5500rpm,99Nm@4500 rpm,4.0,3.0,MPFI,No,3610 mm,1645 mm,1560 mm,2400 mm,990,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",,5,235,DOHC,No,,,,,1463 mm,1481 mm,,,,delhi
1059,0,Diesel,SUV,"60,000",Automatic,1,1st Owner,Ford,Ford Endeavour,2017,916,3.2 Titanium AT 4X4,₹ 23 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,3198 cc,Diesel,Comprehensive,"60,000 Kms",First Owner,HR26,Apr 2017,7 Seats,Automatic,2017,Specifications,,3198 CC,197bhp,10.91 kmpl,7,470Nm,18,Grey,Diesel Engine,3198,197bhp@3000rpm,470Nm@1750-2500rpm,4.0,4.0,TDCi,Yes,4892mm,1860mm,1837mm,2850mm,1879kg,6 Speed,4WD,7,Power,Disc,Disc,"Tubeless,Radial",18,5,,DOHC,No,,160.2 kmph,10.86 Seconds,,1475mm,1470mm,,,,delhi
1060,0,Petrol,Hatchback,"50,000",Manual,4,4th Owner,Hyundai,Hyundai i10,2010,1587,Magna 1.1,₹ 1.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1086 cc,Petrol,Third Party insurance,"50,000 Kms",Fourth Owner,,2010,5 Seats,Manual,2010,Specifications,,1086 CC,68.05bhp,19.81 kmpl,5,99.04Nm,,Others,IRDE2 Engine,1086,68.05bhp@5500rpm,99.04Nm@4500rpm,4.0,3.0,MPFI,No,3585mm,1595mm,1550mm,2380mm,860kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,Tubeless,,5,225-litres,SOHC,No,4.7 metres,165 Kmph,14.3 Seconds,,1400mm,1385mm,,,,delhi
1061,0,Petrol,Sedan,"65,000",Automatic,1,1st Owner,Honda,Honda City,2015,1217,i VTEC CVT VX,₹ 6.65 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Comprehensive,"65,000 Kms",First Owner,DL12,Aug 2015,5 Seats,Automatic,2015,Specifications,,1497 CC,117.3bhp,18 kmpl,5,145Nm,15,Brown,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1085kg,5 Speed CVT,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,,delhi
1062,0,Petrol,Hatchback,"84,000",Manual,3,3rd Owner,Hyundai,Hyundai i20,2011,1642,1.2 Sportz,₹ 2.25 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1197 cc,Petrol,Comprehensive,"84,000 Kms",Third Owner,DL12,Feb 2011,5 Seats,Manual,2011,Specifications,,1197 CC,80 PS at 5200 rpm,17 kmpl,5,"11.4 kgm at 4,000 rpm",14,White,In-Line Engine,1197,80 PS at 5200 rpm,"11.4 kgm at 4,000 rpm",4.0,4.0,MPFI,No,3940 mm,1710 mm,1505 mm,"2,525 mm",1020,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",14,5,295 Lit,DOHC,No,5.20 m,,12.96 Sec,,"1,505 mm","1,503 mm",,:1,,delhi
1063,0,Petrol,SUV,"35,000",Automatic,1,1st Owner,Toyota,Toyota Fortuner,2021,7614,2.7 2WD AT,₹ 35 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2694 cc,Petrol,Zero Dep,"35,000 Kms",First Owner,DL03,Mar 2021,7 Seats,Automatic,2021,Specifications,,2694 CC,163.7bhp,10.26 kmpl,7,245Nm,17,Brown,Dual VVTi Petrol Engine,2694,163.7bhp@5200rpm,245Nm@4000rpm,4.0,4.0,MPFi,No,4795mm,1855mm,1835mm,2745mm,2160,6 Speed,RWD,7,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,5,,DOHC,No,5.8 metres,,,2500kg,,,,,,delhi
1064,0,Diesel,SUV,"80,000",Manual,1,1st Owner,Maruti,Maruti Vitara Brezza,2018,4300,ZDi Plus,₹ 8.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1248 cc,Diesel,Third Party insurance,"80,000 Kms",First Owner,,2018,5 Seats,Manual,2018,Specifications,,1248 CC,88.5bhp,24.3 kmpl,5,200Nm,16,Others,DDiS 200 Diesel Engine,1248,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,CRDi,Yes,3995mm,1790mm,1640mm,2500mm,1200kg,5 Speed,FWD,5,Power,Ventilated Disc,Drum,"Tubeless,Radial",16,5,328-litres,DOHC,No,5.2 meters,172 kmph,12.36 Seconds,1680kg,,,69.6 X 82,,,delhi
1065,0,Petrol,SUV,"16,500",Manual,1,1st Owner,Toyota,Toyota Hyryder,2023,9360,V AWD BSVI,₹ 19.85 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1462 cc,Petrol,Comprehensive,"16,500 Kms",First Owner,DL1C,Jan 2023,5 Seats,Manual,2023,Specifications,,1462 CC,101.64bhp,19.39 kmpl,5,136.8Nm,17,White,1.5L K Series,1462,101.64bhp@6000rpm,136.8Nm@4400rpm,4.0,4.0,,,4365mm,1795,1645,2600,1255,5 Speed,AWD,5,Electric,Ventilated Disc,Solid Disc,"Tubeless, Radial",17,5,,,,5.4,,,1715,,,,,,delhi
1066,0,Diesel,SUV,"40,000",Manual,2,2nd Owner,Toyota,Toyota Fortuner,2019,5503,2.8 2WD MT BSIV,₹ 31 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,2755 cc,Diesel,Third Party insurance,"40,000 Kms",Second Owner,,2019,7 Seats,Manual,2019,Specifications,,2755 CC,174.5bhp,14.24 kmpl,7,420Nm,17,Black,1-GD FTV Engine,2755,174.5bhp@3400rpm,420Nm@1400-2600rpm,4.0,4.0,Direct Injection,Yes,4795mm,1855mm,1835mm,2745m,2360,6 Speed,RWD,7,Power,Ventilated Disc,Ventilated Disc,"Tubeless,Radial",17,5,,DOHC,No,5.8 metres,,,2610Kg,,,,,,delhi
1067,0,Petrol,Sedan,"50,500",Manual,1,1st Owner,Honda,Honda City,2016,1215,i VTEC V,₹ 5.50 Lakh,,,,https://stimg.cardekho.com/used-cars/common/icons/trending.svg,Trending Car!,High chances of sale in next 6 days,Car overview,,1497 cc,Petrol,Third Party insurance,"50,500 Kms",First Owner,DL9C,May 2016,5 Seats,Manual,2016,Specifications,,1497 CC,117.3bhp,17.8 kmpl,5,145Nm,15,Green,i VTEC Engine,1497,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,PGM-Fi,No,4440mm,1695mm,1495mm,2600mm,1049kg,5 Speed,FWD,5,Power,Disc,Drum,"Tubeless,Radial",15,4,510-litres,SOHC,No,5.3 metres,195 Kmph,10 Seconds,,1480mm,1465mm,73.0 X 89.4 mm,10.3:1,,delhi
